date_time,Hora,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,Tmp,RH,WS,WD,Precipitacion,Rad Solar
11/22/2017,07:00:00,0.003,0.154,0.039,0.192,0.0069,3.147,77.6,57.4,9.2,64,0.76,1.16,0,
11/22/2017,08:00:00,0.014,0.041,0.031,0.072,0.0034,1.507,63.1,47.3,12.2,53.8,1.82,3.34,0,
11/22/2017,09:00:00,0.036,0.014,0.017,0.03,0.0029,0.695,58.1,38.7,15.5,32.7,4.26,5.14,0,
11/22/2017,10:00:00,0.046,0.009,0.01,0.018,0.003,0.427,52.1,31.9,17.9,23.7,5.03,6.26,0,
11/22/2017,11:00:00,0.052,0.008,0.007,0.014,0.0033,0.388,38.3,30.3,19.8,17.8,5.84,8.23,0,
11/22/2017,12:00:00,0.059,0.006,0.007,0.012,0.0039,0.43,30.3,34.5,21.5,16.1,4.31,12.37,0,
11/22/2017,13:00:00,0.062,0.008,0.008,0.015,0.0042,0.433,28.8,28.2,23.6,14.6,3.42,16.42,0,
11/22/2017,14:00:00,0.059,0.008,0.007,0.014,0.0043,0.358,21.3,25.3,24.6,12.3,4.3,17.4,0,
11/22/2017,15:00:00,0.062,0.006,0.007,0.012,0.0046,0.309,19,17.6,25.1,11.8,3.94,18.42,0,
11/22/2017,16:00:00,0.058,0.007,0.009,0.015,0.0045,0.385,22.7,20.8,25,11.4,3.83,17.49,0,
11/22/2017,17:00:00,0.047,0.008,0.017,0.025,0.0044,0.548,35.5,18.7,23.5,12.6,3.13,12.59,0,
11/22/2017,18:00:00,0.01,0.035,0.043,0.077,0.0041,1.505,46.1,33.8,20,17,1.65,4.77,0,
11/22/2017,19:00:00,0.004,0.125,0.046,0.171,0.0052,3.862,89.1,75.7,17.3,22.2,0.62,3.84,0,
11/22/2017,20:00:00,0.003,0.126,0.048,0.173,0.0053,3.341,121,96.9,16,24.3,0.85,3.24,0,
11/22/2017,21:00:00,0.006,0.063,0.043,0.105,0.0041,2.059,87.7,71.7,14.7,23.2,1.45,2.28,0,
11/22/2017,22:00:00,0.003,0.041,0.042,0.082,0.0033,1.878,48.6,45.4,14.1,23.4,1.16,1.62,0,
11/22/2017,23:00:00,0.004,0.03,0.038,0.068,0.0029,1.523,61.1,52.4,13.1,25.5,1.92,1.55,0,
11/23/2017,00:00:00,0.027,0.003,0.017,0.02,0.002,0.551,54.3,46.5,12.5,23.7,2.21,1.04,0,
11/23/2017,01:00:00,0.023,0.003,0.02,0.023,0.0016,0.434,39,29.4,11.2,25.8,1.57,0.52,0,
11/23/2017,02:00:00,0.024,0.002,0.014,0.016,0.0016,0.296,37.4,30.5,10,27.4,1.81,0.03,0,
11/23/2017,03:00:00,0.026,0.002,0.013,0.015,0.0016,0.276,31.5,24.4,8.9,28.8,1.34,0.02,0,
11/23/2017,04:00:00,0.032,0.002,0.009,0.011,0.0016,0.23,27.8,26.4,8.1,29.4,1.14,0.01,0,
11/23/2017,05:00:00,0.027,0.002,0.014,0.016,0.0014,0.286,30.3,21.8,7.6,30.8,1.55,0.19,0,
11/23/2017,06:00:00,0.016,0.017,0.024,0.04,0.0018,0.717,30.1,27.4,7.3,33.4,1.88,0.25,0,
11/23/2017,07:00:00,0.009,0.027,0.027,0.054,0.0021,1.007,42.3,33.5,7.3,34.5,3.15,0.81,0,
11/23/2017,08:00:00,0.024,0.018,0.018,0.035,0.0021,0.695,40.2,41.5,9.5,31.2,3.86,0.89,0,
11/23/2017,09:00:00,0.037,0.011,0.012,0.022,0.0023,0.439,34.7,36.2,11.5,28.7,5.1,1.34,0,
11/23/2017,10:00:00,0.047,0.008,0.009,0.017,0.0029,0.358,43.2,39,14.1,28.5,4.8,2.43,0,
11/23/2017,11:00:00,0.056,0.006,0.008,0.014,0.0029,0.37,41.8,43.7,16.7,26.8,3.82,5.18,0,
11/23/2017,12:00:00,0.067,0.004,0.007,0.011,0.0034,0.415,40.5,41.7,19,24.6,3.18,9.36,0,
11/23/2017,13:00:00,0.073,0.006,0.01,0.016,0.0038,0.43,41.8,34.5,21,21.3,3.3,12.01,0,
11/23/2017,14:00:00,0.08,0.007,0.012,0.019,0.004,0.473,35.1,34.6,22.8,17.8,2.5,16.68,0,
11/23/2017,15:00:00,0.086,0.004,0.011,0.014,0.0044,0.386,39.2,32.3,24,15.6,1.79,18.63,0,
11/23/2017,16:00:00,0.08,0.006,0.014,0.019,0.0044,0.548,31.3,32.3,24.4,14.3,1.71,18.54,0,
11/23/2017,17:00:00,0.057,0.005,0.017,0.022,0.0042,0.617,34.8,31,21.9,14.8,2.04,10.07,0,
11/23/2017,18:00:00,0.011,0.046,0.039,0.085,0.0041,1.578,45,32.5,18.1,17.8,1.64,3.62,0,
11/23/2017,19:00:00,0.004,0.113,0.045,0.158,0.0077,3.161,54.3,44.9,15.8,22.5,0.52,1.98,0,
11/23/2017,20:00:00,0.003,0.186,0.051,0.236,0.0099,3.929,66.1,61,13.8,28.5,0.35,1.59,0,
11/23/2017,21:00:00,0.004,0.262,0.061,0.322,0.0109,5.16,134.9,104.3,12.6,35.9,0.17,2.26,0,
11/23/2017,22:00:00,0.004,0.282,0.055,0.337,0.0086,5.581,159.5,119.4,11.6,39.2,0.2,2.97,0,
11/23/2017,23:00:00,0.003,0.21,0.051,0.261,0.0076,3.91,151.7,120.8,10.6,40.5,0.64,3.22,0,
11/24/2017,00:00:00,0.005,0.055,0.042,0.096,0.0043,1.107,129.6,84.3,10.9,35.9,1.62,1.72,0,
11/24/2017,01:00:00,0.003,0.119,0.044,0.163,0.0041,1.763,93.6,63.9,10,39.9,0.15,0.51,0,
11/24/2017,02:00:00,0.002,0.071,0.038,0.109,0.0042,1.504,101,65.6,8.5,44.9,0.59,0.55,0,
11/24/2017,03:00:00,0.003,0.019,0.032,0.05,0.0022,0.638,65.4,39.3,8,45.8,1.63,0.26,0,
11/24/2017,04:00:00,0.019,0.003,0.018,0.021,0.0015,0.025,46.1,27.9,8,41.8,3.23,0.35,0,
11/24/2017,05:00:00,0.014,0.003,0.022,0.025,0.0012,0.028,32.2,22.3,7,44.6,1.51,0.48,0,
11/24/2017,06:00:00,0.004,0.025,0.032,0.057,0.0016,0.471,36.8,20.8,6.2,47.2,0.27,0.57,0,
11/24/2017,07:00:00,0.003,0.114,0.039,0.153,0.0035,1.811,45.6,37,6.6,46.7,0.54,1.58,0,
11/24/2017,08:00:00,0.01,0.092,0.037,0.129,0.0034,1.622,70.5,58.3,9.7,36.8,1.04,2.02,0,
11/24/2017,09:00:00,0.032,0.019,0.022,0.041,0.0019,0.362,37.2,36.7,13.1,24.8,1.64,4.15,0,
11/24/2017,10:00:00,0.046,0.012,0.017,0.028,0.0017,0.076,37,35.5,16,19.7,2.47,5.61,0,
11/24/2017,11:00:00,0.057,0.01,0.014,0.024,0.0016,0.048,44.2,50.9,18.3,17.2,2.44,8.19,0,
11/24/2017,12:00:00,0.07,0.007,0.014,0.02,0.002,0.083,35.6,44.5,20.9,15.3,1.96,13.77,0,
11/24/2017,13:00:00,0.07,0.008,0.018,0.026,0.003,0.137,43.8,41.1,22.7,14.4,2.33,16.78,0,
11/24/2017,14:00:00,0.084,0.007,0.019,0.026,0.0033,0.132,41.6,44.3,23.6,14.3,2.59,17.89,0,
11/24/2017,15:00:00,0.11,0.005,0.022,0.027,0.0036,0.231,58.3,54,23.2,15.8,3.31,15.13,0,
11/24/2017,16:00:00,0.092,0.005,0.02,0.025,0.0031,0.111,59.6,54.3,22.8,17.1,4.02,13.91,0,
11/24/2017,17:00:00,0.066,0.005,0.022,0.027,0.0027,0.221,44.6,40.8,21.4,18.9,3.05,10.21,0,
11/24/2017,18:00:00,0.028,0.013,0.047,0.06,0.0023,0.942,48.4,43.7,18.3,22.6,2.33,3.59,0,
11/24/2017,19:00:00,0.005,0.059,0.062,0.121,0.0029,1.845,72.8,64.2,16,26.4,0.31,3.17,0,
11/24/2017,20:00:00,0.003,0.159,0.066,0.224,0.0074,3.25,88.5,78.5,14.3,31,0.74,1.9,0,
11/24/2017,21:00:00,0.003,0.153,0.061,0.213,0.009,2.82,127.5,105.9,13.4,33.6,1.23,2.98,0,
11/24/2017,22:00:00,0.003,0.122,0.052,0.174,0.0048,2.452,102.2,83.7,12.5,34,0.35,1.79,0,
11/24/2017,23:00:00,0.004,0.132,0.05,0.182,0.0045,3.069,114.5,80.5,11.4,37.4,0.38,1.38,0,
11/25/2017,00:00:00,0.002,0.163,0.043,0.205,0.0051,3.322,132.7,93.2,10.2,42,0.07,1.01,0,
11/25/2017,01:00:00,0.003,0.154,0.041,0.195,0.0034,2.602,124.2,80.6,9.4,47.1,0.05,0.83,0,
11/25/2017,02:00:00,0.003,0.149,0.037,0.186,0.0045,2.932,104.4,73.6,8.8,50.6,0.1,0.6,0,
11/25/2017,03:00:00,0.002,0.122,0.037,0.158,0.0049,2.722,112,71.9,8.3,53.7,0.39,0.64,0,
11/25/2017,04:00:00,0.003,0.076,0.035,0.111,0.0038,1.957,115.8,83.8,7.9,54.7,0.51,0.85,0,
11/25/2017,05:00:00,0.002,0.052,0.034,0.086,0.0033,1.526,89.2,58.7,7.1,56.1,0.09,0.34,0,
11/25/2017,06:00:00,0.003,0.09,0.033,0.122,0.0037,2.182,78.8,53.1,6.6,59.1,0.02,0.03,0,
11/25/2017,07:00:00,0.003,0.172,0.037,0.209,0.0052,3.166,91.3,63.1,7,62,0.38,0.56,0,
11/25/2017,08:00:00,0.006,0.072,0.043,0.114,0.004,1.915,87.7,64.9,9.9,52,0.63,2.62,0,
11/25/2017,09:00:00,0.022,0.036,0.045,0.08,0.0043,1.359,69.6,70.9,14.3,40,0.67,8.03,0,
11/25/2017,10:00:00,0.023,0.055,0.072,0.126,0.0054,1.63,73.8,77.9,17.9,34.7,1.37,10.43,0,
11/25/2017,11:00:00,0.046,0.021,0.043,0.064,0.0044,0.83,66.2,89.8,20.1,30.3,1.76,13.33,0,
11/25/2017,12:00:00,0.078,0.011,0.037,0.047,0.0038,0.755,74.1,86.6,21.9,24.7,2.63,14.82,0,
11/25/2017,13:00:00,0.109,0.007,0.032,0.038,0.0038,0.731,62.6,63.4,23.2,20.6,3,17.65,0,
11/25/2017,14:00:00,0.123,0.007,0.027,0.034,0.0037,0.637,59.2,57.4,24.1,18.6,3.16,17.74,0,
11/25/2017,15:00:00,0.116,0.004,0.018,0.021,0.0037,0.497,55.5,56.1,24.8,15.9,2.44,19.53,0,
11/25/2017,16:00:00,0.094,0.006,0.018,0.024,0.0037,0.463,38.6,38.8,25.1,15.7,1.83,19.57,0,
11/25/2017,17:00:00,0.065,0.008,0.025,0.033,0.0038,0.655,36.9,37.7,23.5,15.7,1.14,13.41,0,
11/25/2017,18:00:00,0.01,0.039,0.056,0.094,0.0036,2.401,55.2,42.7,19.4,22.2,0.28,4.73,0,
11/25/2017,19:00:00,0.003,0.044,0.051,0.095,0.0032,1.641,58.6,48.1,16.7,28.8,1.1,2.93,0,
11/25/2017,20:00:00,0.003,0.103,0.057,0.159,0.0058,2.608,69.7,58.2,15.3,33.5,0.74,2.36,0,
11/25/2017,21:00:00,0.003,0.135,0.056,0.19,0.0065,3.276,102.6,87.8,14.1,37.1,0.6,2.16,0,
11/25/2017,22:00:00,0.003,0.134,0.05,0.184,0.0073,3.271,96.2,73.5,12.9,38.8,0.2,1.66,0,
11/25/2017,23:00:00,0.003,0.19,0.049,0.239,0.0058,4.373,109.9,70.6,11.5,43.5,0,0.84,0,
11/26/2017,00:00:00,0.003,0.188,0.043,0.231,0.0052,4.357,97,70.6,10.5,48.8,0.18,0.74,0,
11/26/2017,01:00:00,0.003,0.222,0.043,0.265,0.0043,4.235,97,72.4,10.1,51.5,0.3,0.9,0,
11/26/2017,02:00:00,0.003,0.29,0.044,0.334,0.0066,5.764,125.7,88.5,9.7,55.4,0.74,1.05,0,
11/26/2017,03:00:00,0.002,0.147,0.041,0.187,0.0046,3.346,117,77.9,9,55.6,0.28,1.14,0,
11/26/2017,04:00:00,0.002,0.136,0.037,0.173,0.0043,3.228,92.2,64.6,8.1,58.5,0.26,0.14,0,
11/26/2017,05:00:00,0.002,0.086,0.035,0.121,0.0035,2.595,82.4,57,7.4,60.9,0.36,0.18,0,
11/26/2017,06:00:00,0.002,0.025,0.035,0.059,0.0025,1.491,79.3,45.4,6.9,59.9,0.34,0.21,0,
11/26/2017,07:00:00,0.003,0.071,0.034,0.105,0.0032,1.962,72.3,43.6,7,60.8,0.91,0.26,0,
11/26/2017,08:00:00,0.015,0.017,0.024,0.042,0.0022,0.79,41.1,32.2,10.4,44,1.38,2.26,0,
11/26/2017,09:00:00,0.032,0.008,0.013,0.02,0.0022,0.309,24.2,27.6,13.9,28.6,4.47,3.39,0,
11/26/2017,10:00:00,0.05,0.006,0.012,0.017,0.0024,0.329,33.8,32.8,16.6,27.1,2.45,5.88,0,
11/26/2017,11:00:00,0.072,0.004,0.012,0.016,0.0026,0.318,41.2,37.5,19.6,24.5,3.24,8.92,0,
11/26/2017,12:00:00,0.078,0.003,0.008,0.011,0.0029,0.195,36.1,37.7,21.8,19.7,4.47,14.02,0,
11/26/2017,13:00:00,0.079,0.003,0.006,0.009,0.0034,0.153,20.8,30,23.3,16.9,4.26,16.29,0,
11/26/2017,14:00:00,0.078,0.005,0.008,0.013,0.0037,0.223,21.5,28.9,25.4,14,3.26,19.95,0,
11/26/2017,15:00:00,0.068,0.006,0.009,0.014,0.0038,0.224,26,27.5,26.1,11.3,4.47,20.9,0,
11/26/2017,16:00:00,0.056,0.006,0.009,0.014,0.004,0.295,27.8,27.4,25.5,9.9,5.54,18.63,0,
11/26/2017,17:00:00,0.063,0.004,0.015,0.018,0.0041,0.325,42.3,39.9,23.8,13.4,4.08,13.84,0,
11/26/2017,18:00:00,0.036,0.005,0.032,0.037,0.0034,0.793,58.1,48.6,20.1,17,2.74,5.02,0,
11/26/2017,19:00:00,0.004,0.056,0.053,0.108,0.0038,2.527,85.1,69.1,17,22.3,0.17,3.45,0,
11/26/2017,20:00:00,0.004,0.106,0.056,0.161,0.0046,3.343,101.1,83.4,15.5,25,0.38,2.91,0,
11/26/2017,21:00:00,0.002,0.164,0.048,0.211,0.0055,3.867,116.6,84.8,14.7,28.3,1.49,2.43,0,
11/26/2017,22:00:00,0.006,0.023,0.036,0.058,0.0029,1.117,93,62.8,14.3,27.1,3.23,1.64,0,
11/26/2017,23:00:00,0.016,0.007,0.021,0.028,0.0025,0.675,63.8,46.2,13.6,28.3,3.63,0.86,0,
11/27/2017,00:00:00,0.03,0.003,0.01,0.013,0.0026,0.356,44.9,34,13,29.6,4.48,0.78,0,
11/27/2017,01:00:00,0.027,0.002,0.013,0.015,0.0017,0.292,30.4,23.9,11.9,31.4,2.57,0.13,0,
11/27/2017,02:00:00,0.017,0.003,0.017,0.019,0.0022,0.348,34.4,25.4,10.6,34.9,1.93,0.11,0,
11/27/2017,03:00:00,0.029,0.002,0.009,0.01,0.0023,0.239,25,21.4,10.1,36.4,3.31,0.1,0,
11/27/2017,04:00:00,0.033,0.002,0.006,0.008,0.0022,0.21,23.2,12.1,9.5,37.5,3.82,0.09,0,
11/27/2017,05:00:00,0.027,0.002,0.012,0.014,0.0023,0.312,32.9,28.4,8.6,39.7,3.39,0.08,0,
11/27/2017,06:00:00,0.015,0.013,0.021,0.034,0.0023,0.624,32.9,22.1,7.7,42.4,2.43,0.07,0,
11/27/2017,07:00:00,0.006,0.038,0.028,0.065,0.003,1.494,39.8,33.5,7.6,44.6,2.77,0.06,0,
11/27/2017,08:00:00,0.022,0.018,0.018,0.036,0.0027,0.782,36.8,30.3,9.8,41.8,4.25,0.92,0,
11/27/2017,09:00:00,0.034,0.016,0.016,0.031,0.0028,0.723,26.4,28.1,12.5,38.3,3.62,1.98,0,
11/27/2017,10:00:00,0.047,0.008,0.01,0.017,0.0028,0.475,35.1,29.5,14.9,35.4,4,3.75,0,
11/27/2017,11:00:00,0.053,0.011,0.012,0.023,0.003,0.578,29.3,30.1,17.7,30.8,3.31,5.77,0,
11/27/2017,12:00:00,0.063,0.008,0.011,0.019,0.0032,0.877,30.2,31.4,20,25.4,3.14,10.48,0,
11/27/2017,13:00:00,0.07,0.009,0.012,0.02,0.0035,0.525,30.4,35.3,22.1,20.9,2.49,15.17,0,
11/27/2017,14:00:00,0.076,0.011,0.013,0.023,0.0042,0.584,34.9,33.1,23.4,18.5,2.96,16.51,0,
11/27/2017,15:00:00,0.081,0.006,0.011,0.017,0.0045,0.602,32.7,30.3,24.2,16.9,1.99,18.99,0,
11/27/2017,16:00:00,0.084,0.006,0.015,0.021,0.0047,0.53,35.8,31.2,24.2,16,2.07,17.18,0,
11/27/2017,17:00:00,0.069,0.007,0.021,0.028,0.0044,0.727,39.7,32.9,22.8,17.2,1.39,12.39,0,
11/27/2017,18:00:00,0.015,0.034,0.053,0.086,0.0044,1.787,42.5,41,18.8,22,0.09,3.64,0,
11/27/2017,19:00:00,0.004,0.17,0.068,0.238,0.0074,3.855,66.6,55,15.6,28.3,0.42,1.89,0,
11/27/2017,20:00:00,0.003,0.218,0.07,0.288,0.0128,4.782,119.5,98.2,14.6,32.4,0.35,2.91,0,
11/27/2017,21:00:00,0.003,0.205,0.069,0.273,0.0108,4.641,138.9,106.4,13.1,36.9,0.25,2.14,0,
11/27/2017,22:00:00,0.003,0.173,0.063,0.236,0.0087,3.913,199.9,142.3,12.1,39.8,0.22,5.24,0,
11/27/2017,23:00:00,0.003,0.16,0.06,0.22,0.0075,3.306,182.7,123.9,10.7,44.6,0.06,3.16,0,
11/28/2017,00:00:00,0.003,0.188,0.053,0.241,0.0069,3.619,163.1,106.9,9.9,49.1,0.04,1.62,0,
11/28/2017,01:00:00,0.003,0.199,0.052,0.25,0.0046,3.669,153.9,102.5,9.3,52.7,0.31,2.21,0,
11/28/2017,02:00:00,0.003,0.199,0.046,0.245,0.0055,4.317,157.9,103.9,8.9,54.7,0.26,1.62,0,
11/28/2017,03:00:00,0.003,0.097,0.043,0.141,0.0049,2.573,144.8,100.5,8.1,55.3,0.23,1.27,0,
11/28/2017,04:00:00,0.002,0.022,0.035,0.056,0.0023,1.049,98.3,60.9,7.3,52.5,0.02,0.13,0,
11/28/2017,05:00:00,0.004,0.045,0.038,0.083,0.0051,1.07,67.8,44.9,6.9,54.1,0.81,0.12,0,
11/28/2017,06:00:00,0.003,0.08,0.034,0.113,0.0043,1.686,70.6,48.5,6.8,53.6,0.53,0.11,0,
11/28/2017,07:00:00,0.003,0.103,0.035,0.138,0.0036,2.565,68.3,41.6,6.7,53.8,0.44,0.83,0,
11/28/2017,08:00:00,0.007,0.071,0.038,0.108,0.0035,1.991,64.2,47.6,9.8,44.7,1.49,2.29,0,
11/28/2017,09:00:00,0.027,0.021,0.027,0.048,0.0022,0.812,44.4,45.3,13.4,33.7,2.27,4,0,
11/28/2017,10:00:00,0.044,0.018,0.033,0.051,0.0028,0.858,66.9,58.7,17,29.1,1.85,7.73,0,
11/28/2017,11:00:00,0.061,0.011,0.026,0.037,0.0032,0.587,81.3,59.9,19.9,24.9,2.27,11.14,0,
11/28/2017,12:00:00,0.085,0.007,0.021,0.028,0.0035,0.522,75.4,73.3,21.7,22.5,2.37,15.39,0,
11/28/2017,13:00:00,0.09,0.007,0.022,0.029,0.0039,0.513,71.1,72.4,23.5,19.3,2.34,18.85,0,
11/28/2017,14:00:00,0.095,0.009,0.024,0.032,0.0041,0.497,58,67.8,25,16.3,2.26,21.31,0,
11/28/2017,15:00:00,0.106,0.007,0.028,0.034,0.0044,0.511,61.3,64.5,25.6,15.1,2.18,21.63,0,
11/28/2017,16:00:00,0.107,0.005,0.033,0.037,0.0048,0.596,68,69.1,25.6,15.1,1.24,21.29,0,
11/28/2017,17:00:00,0.084,0.004,0.042,0.046,0.0048,0.664,90,79.5,23.6,16.6,1.24,13.81,0,
11/28/2017,18:00:00,0.013,0.055,0.077,0.132,0.0044,2.242,100.7,85.6,19.3,20.9,0.06,4.78,0,
11/28/2017,19:00:00,0.003,0.159,0.095,0.254,0.0101,4.047,133.6,116.6,16.7,28.4,0.83,5.04,0,
11/28/2017,20:00:00,0.003,0.102,0.099,0.201,0.0089,3.269,156.1,124.5,15.8,35.9,0.6,4.91,0,
11/28/2017,21:00:00,0.003,0.098,0.089,0.187,0.0073,2.901,166.3,129.2,14.6,38.9,0.71,4.37,0,
11/28/2017,22:00:00,0.004,0.027,0.053,0.08,0.0036,0.984,153.2,104.5,13.9,41.1,1.33,2.69,0,
11/28/2017,23:00:00,0.013,0.008,0.039,0.047,0.005,0.917,81.3,59.2,13.6,44.2,1.09,1.86,0,
11/29/2017,00:00:00,0.004,0.015,0.045,0.06,0.0047,1.231,73.7,58.6,12.3,47.9,0.57,1.39,0,
11/29/2017,01:00:00,0.002,0.02,0.044,0.064,0.0024,1.105,69.4,51.1,11.7,50.4,1.04,0.95,0,
11/29/2017,02:00:00,0.002,0.032,0.043,0.075,0.0037,1.236,69.7,47.9,11,54.2,0.96,0.64,0,
11/29/2017,03:00:00,0.003,0.024,0.042,0.066,0.0046,0.959,61.3,48.9,10.6,57.5,0.74,0.54,0,
11/29/2017,04:00:00,0.005,0.007,0.038,0.045,0.0151,0.795,68.8,61.9,9.8,62,0.73,0.7,0,
11/29/2017,05:00:00,0.002,0.02,0.034,0.054,0.0033,1.215,67.9,48.2,8.6,62.8,0.25,0.3,0,
11/29/2017,06:00:00,0.003,0.031,0.038,0.069,0.0029,1.405,71.7,38.8,7.9,63.7,0.5,0.15,0,
11/29/2017,07:00:00,0.003,0.084,0.039,0.123,0.0038,2.72,74.6,49.5,8.1,64.7,0.43,0.82,0,
11/29/2017,08:00:00,0.011,0.042,0.038,0.079,0.0032,1.699,81,52.7,10.1,55.1,2.65,1.63,0,
11/29/2017,09:00:00,0.034,0.019,0.032,0.051,0.003,1.203,81.7,64.3,13.8,41.7,1.6,5.04,0,
11/29/2017,10:00:00,0.058,0.013,0.033,0.046,0.0033,1.083,75.1,70.9,17.6,33.5,2.33,7.95,0,
11/29/2017,11:00:00,0.084,0.005,0.013,0.018,0.0032,0.524,75.8,75.9,19.8,25.2,3.41,9.48,0,
11/29/2017,12:00:00,0.084,0.004,0.01,0.014,0.0035,0.457,54.1,52.3,21.9,20.9,3.53,14.44,0,
11/29/2017,13:00:00,0.08,0.006,0.012,0.018,0.0038,0.493,50.6,46.5,23.8,18,3.5,17.64,0,
11/29/2017,14:00:00,0.079,0.008,0.012,0.02,0.0044,0.487,41.1,38.7,25.3,15.4,3.52,20.01,0,
11/29/2017,15:00:00,0.08,0.005,0.012,0.017,0.0048,0.454,34.4,35.3,26.2,14,2.97,21.99,0,
11/29/2017,16:00:00,0.077,0.006,0.013,0.019,0.0049,0.462,34.2,33,26.3,13.3,1.96,21.67,0,
11/29/2017,17:00:00,0.071,0.003,0.018,0.021,0.0044,0.568,39.2,43,24.6,16.5,2.85,15.15,0,
11/29/2017,18:00:00,0.033,0.003,0.038,0.041,0.0042,1.039,102,87.9,20,22.5,3.69,5.6,0,
11/29/2017,19:00:00,0.006,0.064,0.059,0.123,0.0068,2.456,105.9,94.1,17.7,25.9,1.18,4.01,0,
11/29/2017,20:00:00,0.004,0.172,0.066,0.238,0.0072,4.053,134.2,112.2,16,31.6,0.63,4.36,0,
11/29/2017,21:00:00,0.003,0.234,0.068,0.302,0.0115,5.116,164.1,126.2,14.2,36.7,0.08,3.83,0,
11/29/2017,22:00:00,0.003,0.262,0.064,0.326,0.0126,5.428,174.8,123.9,13.2,40.2,1.76,3.9,0,
11/29/2017,23:00:00,0.004,0.017,0.044,0.061,0.0035,0.861,176.9,120.5,13.1,34.2,2.19,3.84,0,
11/30/2017,00:00:00,0.01,0.005,0.033,0.038,0.0029,0.434,102.6,69.4,11.6,35.5,0.67,1.06,0,
11/30/2017,01:00:00,0.005,0.009,0.034,0.042,0.0023,0.419,62.4,46.2,10.2,38.7,0.21,0.56,0,
11/30/2017,02:00:00,0.015,0.008,0.023,0.031,0.0025,0.111,52.2,38.7,10.1,38.6,2.38,0.36,0,
11/30/2017,03:00:00,0.027,0.002,0.011,0.013,0.0025,0.002,37.3,30.7,9.7,42,3.11,0.21,0,
11/30/2017,04:00:00,0.028,0.002,0.01,0.011,0.0025,0.002,36.1,28.4,8.9,48,3.48,0.16,0,
11/30/2017,05:00:00,0.022,0.003,0.015,0.017,0.0023,0.048,35.6,22.2,8.3,53.3,2.49,0.21,0,
11/30/2017,06:00:00,0.009,0.013,0.024,0.037,0.0025,0.354,36.5,27.9,7.8,56.9,2.36,0.17,0,
11/30/2017,07:00:00,0.006,0.031,0.026,0.056,0.003,0.919,42.1,35,7.8,60.1,3.39,0.1,0,
11/30/2017,08:00:00,0.017,0.019,0.018,0.037,0.0027,0.543,36,37.4,9.3,56.9,4.67,0.64,0,
11/30/2017,09:00:00,0.029,0.012,0.013,0.024,0.0027,0.178,29.1,36.2,11.5,50.9,5.22,1.39,0,
11/30/2017,10:00:00,0.04,0.008,0.01,0.018,0.003,0.068,33.3,34,14.4,43,5.25,2.34,0,
11/30/2017,11:00:00,0.05,0.006,0.008,0.014,0.0032,0.069,27.5,42.2,17,36.8,4.79,5.38,0,
11/30/2017,12:00:00,0.058,0.005,0.008,0.013,0.0032,0.199,26.6,38.8,19.6,30.3,4.04,9.53,0,
11/30/2017,13:00:00,0.068,0.006,0.01,0.015,0.0035,0.065,27.3,33.1,22.1,25.8,2.69,14.29,0,
11/30/2017,14:00:00,0.072,0.008,0.012,0.019,0.004,0.105,36.8,38.1,23.8,22.5,2.55,18.26,0,
11/30/2017,15:00:00,0.07,0.01,0.012,0.021,0.0042,0.129,41.2,39.4,24.8,20,2.48,19.52,0,
11/30/2017,16:00:00,0.072,0.006,0.011,0.016,0.0046,0.113,34.4,32.7,25.3,18.8,1.74,19.89,0,
11/30/2017,17:00:00,0.062,0.005,0.024,0.029,0.0045,0.294,54.3,49.6,23.3,21.6,1.61,12.93,0,
11/30/2017,18:00:00,0.043,0.003,0.028,0.031,0.0045,0.405,80.6,69.7,19.1,30.1,3.89,3.9,0,
11/30/2017,19:00:00,0.012,0.022,0.049,0.071,0.0043,1.125,92.8,76.2,16.6,33.4,1.43,2.82,0,
11/30/2017,20:00:00,0.003,0.071,0.057,0.127,0.005,1.877,103.5,90.7,15.2,36.4,0.51,2.68,0,
11/30/2017,21:00:00,0.003,0.173,0.058,0.23,0.006,3.559,114.7,97.7,14,40.5,0.48,2.3,0,
11/30/2017,22:00:00,0.003,0.159,0.057,0.215,0.0091,3.584,136.5,106.6,13.2,43.2,0.65,2.91,0,
11/30/2017,23:00:00,0.007,0.07,0.045,0.114,0.0171,1.699,143.6,112.9,12.6,43.4,2.82,2.77,0,
12/1/2017,00:00:00,0.009,0.011,0.033,0.044,0.0032,0.697,97.6,71.2,11.1,46.4,1.2,1.12,0,
12/1/2017,01:00:00,0.009,0.008,0.033,0.04,0.0019,0.566,75.6,49.5,10.1,45,0.23,0.56,0,
12/1/2017,02:00:00,0.005,0.023,0.036,0.059,0.0028,0.812,61.6,42.5,9.1,48.7,0.54,0.09,0,
12/1/2017,03:00:00,0.002,0.056,0.04,0.096,0.004,1.1,70.3,52.5,8.7,50.5,0.42,0.56,0,
12/1/2017,04:00:00,0.01,0.006,0.024,0.03,0.0024,0.381,54.7,37.9,8.3,42,0.8,0.42,0,
12/1/2017,05:00:00,0.011,0.005,0.021,0.026,0.0021,0.32,29.6,21.6,7.9,38.4,0.69,0.21,0,
12/1/2017,06:00:00,0.007,0.014,0.025,0.038,0.0022,0.535,33.6,24,7.5,39,4.12,0,0,
12/1/2017,07:00:00,0.007,0.024,0.025,0.049,0.0024,0.664,38.1,26.9,7.7,40.4,4.35,0.1,0,
