date_time,Hora,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,Tmp,RH,WS,WD,Precipitacion,Rad Solar
1/1/2017,00:00:00,0.013,0.005,0.017,0.022,0.0038,0.79,48.2,,17.6,58.4,2.9,5.8,0,
1/1/2017,01:00:00,0.01,0.005,0.023,0.028,0.0032,0.829,76.4,,16.8,63.4,1.3,4.8,0,
1/1/2017,02:00:00,0.01,0.005,0.021,0.026,0.003,0.891,56.6,,16,67.1,0.4,4.9,0,
1/1/2017,03:00:00,0.006,0.01,0.028,0.038,0.003,1.163,36.4,,15.2,71.1,0.1,2.4,0,
1/1/2017,04:00:00,0.005,0.028,0.032,0.06,0.0034,1.935,50.9,,14.6,74,0.5,4.1,0,
1/1/2017,05:00:00,0.005,0.048,0.03,0.077,0.0038,2.509,93.4,,13.9,74.8,0.1,6.8,0,
1/1/2017,06:00:00,0.005,0.057,0.029,0.086,0.0039,2.887,112.6,,13.7,75.9,0.3,2.8,0,
1/1/2017,07:00:00,0.005,0.037,0.026,0.063,0.0036,2.072,106.8,,13.5,76.9,1.1,4.6,0,
1/1/2017,08:00:00,0.008,0.011,0.023,0.034,0.0032,1.532,107.2,,14.1,77.2,0.7,4.4,0,
1/1/2017,09:00:00,0.016,0.006,0.015,0.02,0.0031,0.901,73.3,,16.8,73.4,1.4,8.7,0,
1/1/2017,10:00:00,0.024,0.003,0.009,0.012,0.0032,0.641,53.5,,20.2,56.2,3,12.7,0,
1/1/2017,11:00:00,0.025,0.003,0.008,0.01,0.0032,0.414,34.5,,23.3,40,2.7,16.5,0,
1/1/2017,12:00:00,0.028,0.004,0.007,0.011,0.0033,0.399,20.6,,25.2,32.6,3.3,20,0,
1/1/2017,13:00:00,0.028,0.003,0.005,0.007,0.003,0.332,20.7,,26.5,26.3,5.1,21.9,0,
1/1/2017,14:00:00,0.027,0.004,0.005,0.009,0.0019,0.346,23.6,,27.2,24.7,5.3,21.7,0,
1/1/2017,15:00:00,0.027,0.004,0.006,0.009,0.0019,0.339,23.5,,26.3,25.3,6.3,19.2,0,
1/1/2017,16:00:00,0.026,0.005,0.007,0.012,0.002,0.371,26.2,,25.4,27.9,5.4,16.1,0,
1/1/2017,17:00:00,0.025,0.005,0.009,0.014,0.0029,0.468,27,,24.4,29.6,5.4,13.4,0,
1/1/2017,18:00:00,0.02,0.005,0.016,0.021,0.0032,0.57,23,,22.6,33.6,4.9,9.7,0,
1/1/2017,19:00:00,0.014,0.008,0.023,0.032,0.0033,0.876,25.6,,21,38.4,3.6,7.8,0,
1/1/2017,20:00:00,0.009,0.011,0.029,0.039,0.0037,0.853,26.4,,19.8,43.3,3.1,6.9,0,
1/1/2017,21:00:00,0.008,0.011,0.032,0.043,0.0033,0.908,32.1,,18.8,48.8,1.3,5.8,0,
1/1/2017,22:00:00,0.005,0.03,0.035,0.065,0.0033,1.584,36.5,,17.6,53.2,1.1,5.3,0,
1/1/2017,23:00:00,0.006,0.015,0.031,0.045,0.0029,1.279,39.7,,16.9,58.9,1.1,5.5,0,
1/2/2017,00:00:00,0.007,0.006,0.026,0.031,0.0028,0.931,38,,16,64,0.4,3.2,0,
1/2/2017,01:00:00,0.004,0.033,0.029,0.062,0.0033,1.246,38.4,,15.3,67,0.2,3.3,0,
1/2/2017,02:00:00,0.004,0.065,0.03,0.094,0.0038,1.503,40,,14.2,68.9,0.1,2.1,0,
1/2/2017,03:00:00,0.004,0.079,0.027,0.106,0.0039,1.658,47.8,,13.7,70.9,0.1,2,0,
1/2/2017,04:00:00,0.004,0.047,0.025,0.072,0.0035,1.403,44.4,,13.3,72.5,0.5,2.8,0,
1/2/2017,05:00:00,0.004,0.013,0.024,0.037,0.0029,1.003,49.8,,13,73.3,0.4,3.6,0,
1/2/2017,06:00:00,0.004,0.036,0.025,0.06,0.0032,1.364,42.8,,12.4,72.9,0,0.7,0,
1/2/2017,07:00:00,0.004,0.093,0.025,0.118,0.0042,2.207,46.1,,11.8,74.2,0,0.5,0,
1/2/2017,08:00:00,0.004,0.17,0.038,0.208,0.0055,3.098,62,,13.8,76.8,0.3,5.4,0,
1/2/2017,09:00:00,0.006,0.116,0.056,0.171,0.0057,2.715,81.3,,17.2,68,0.8,10.2,0,
1/2/2017,10:00:00,0.013,0.041,0.048,0.089,0.0047,1.479,92.9,,20.6,51.3,1.6,13.7,0,
1/2/2017,11:00:00,0.024,0.016,0.037,0.052,0.0041,1.066,88.1,,23.6,39.4,1.4,17.5,0,
1/2/2017,12:00:00,0.032,0.011,0.034,0.045,0.0041,0.917,70.2,,25.3,32.8,2.5,20.3,0,
1/2/2017,13:00:00,0.036,0.01,0.031,0.041,0.0042,0.772,61,,26.6,29.1,2.9,22.7,0,
1/2/2017,14:00:00,0.045,0.007,0.028,0.035,0.0035,0.781,61.1,,27.4,26.8,3.6,22.5,0,
1/2/2017,15:00:00,0.045,0.005,0.021,0.026,0.0024,0.651,50.8,,27.8,25.7,3.7,23.1,0,
1/2/2017,16:00:00,0.039,0.006,0.019,0.024,0.0016,0.553,39.5,,27.9,23,3.1,22.8,0,
1/2/2017,17:00:00,0.026,0.006,0.019,0.025,0.0015,0.554,26.9,,26.8,21.2,3.2,18.9,0,
1/2/2017,18:00:00,0.011,0.031,0.04,0.07,0.0024,1.474,35.8,,23.8,25.1,1.7,11.2,0,
1/2/2017,19:00:00,0.004,0.081,0.049,0.129,0.0055,2.845,54.7,,21.3,33.6,0.9,8.6,0,
1/2/2017,20:00:00,0.004,0.088,0.047,0.135,0.0056,2.838,61.2,,19.7,38.7,0.7,6.6,0,
1/2/2017,21:00:00,0.004,0.09,0.044,0.134,0.0052,2.467,65.5,,18.5,42.8,0.5,6.2,0,
1/2/2017,22:00:00,0.004,0.072,0.043,0.114,0.0048,1.938,65.1,,17.7,46,1.5,5.5,0,
1/2/2017,23:00:00,0.004,0.038,0.04,0.078,0.0047,1.393,61.4,,16.9,48.6,0.9,5.9,0,
1/3/2017,00:00:00,0.006,0.014,0.034,0.047,0.0047,0.856,45.8,,16,52.9,0.6,5.4,0,
1/3/2017,01:00:00,0.011,0.005,0.026,0.031,0.0034,0.474,32.2,,15.5,57.4,1.3,5.3,0,
1/3/2017,02:00:00,0.011,0.002,0.018,0.019,0.0042,0.396,23.8,,14.8,59.7,0.5,4.7,0,
1/3/2017,03:00:00,0.01,0.002,0.016,0.018,0.0035,0.388,21.9,,14,63,0.3,3.8,0,
1/3/2017,04:00:00,0.006,0.007,0.024,0.03,0.0033,0.643,26.3,,13.2,66,0.3,2.7,0,
1/3/2017,05:00:00,0.006,0.004,0.024,0.027,0.0032,0.769,29.1,,12.3,67.9,0,3.5,0,
1/3/2017,06:00:00,0.004,0.111,0.026,0.137,0.0047,2.852,35.6,,11.9,70.4,0.2,3.6,0,
1/3/2017,07:00:00,0.004,0.131,0.029,0.16,0.0051,2.925,67.2,,11.5,71.8,0.6,3.4,0,
1/3/2017,08:00:00,0.006,0.068,0.035,0.102,0.0042,2.033,78,,12.9,67.9,1.8,4.8,0,
1/3/2017,09:00:00,0.011,0.043,0.033,0.075,0.004,1.443,70.7,,16.5,53.8,2.2,7.8,0,
1/3/2017,10:00:00,0.02,0.016,0.023,0.039,0.0037,0.8,67.5,,19.9,40.1,2.3,12.3,0,
1/3/2017,11:00:00,0.027,0.01,0.019,0.029,0.0037,0.632,52.9,,23,31.1,2.1,15.8,0,
1/3/2017,12:00:00,0.032,0.009,0.022,0.031,0.0037,0.685,55.9,,26.2,25.6,2.1,22.3,0,
1/3/2017,13:00:00,0.039,0.007,0.017,0.024,0.0023,0.512,47.9,,28.3,22.1,2.5,26.9,0,
1/3/2017,14:00:00,0.047,0.007,0.018,0.025,0.0018,0.599,34.1,,29.6,20.3,2.1,29.2,0,
1/3/2017,15:00:00,0.045,0.005,0.016,0.021,0.0016,0.444,40.4,,30.3,15.9,2.3,30.6,0,
1/3/2017,16:00:00,0.048,0.004,0.02,0.023,0.002,0.515,52.5,,30.9,14.7,1.4,31.4,0,
1/3/2017,17:00:00,0.049,0.004,0.024,0.027,0.0019,0.655,55.7,,29.8,16.4,0.7,25.2,0,
1/3/2017,18:00:00,0.017,0.038,0.065,0.103,0.0025,2.301,75.5,,25.8,21.9,0.3,11.6,0,
1/3/2017,19:00:00,0.004,0.077,0.086,0.163,0.0051,3.455,106.2,,22.4,29.9,0.4,9,0,
1/3/2017,20:00:00,0.004,0.099,0.084,0.182,0.0056,3.594,96.7,,20.7,34.1,0.4,8,0,
1/3/2017,21:00:00,0.004,0.183,0.087,0.27,0.0076,4.759,96.2,,19.3,38.7,0.6,6.6,0,
1/3/2017,22:00:00,0.004,0.229,0.081,0.31,0.0082,5.215,136.6,,17.8,43.6,0.4,4.2,0,
1/3/2017,23:00:00,0.004,0.253,0.07,0.322,0.0083,5.351,161.8,,16.7,47.7,0.1,3.7,0,
1/4/2017,00:00:00,0.004,0.182,0.062,0.244,0.0073,3.9,171.2,,15.2,51.6,0.1,1.8,0,
1/4/2017,01:00:00,0.004,0.129,0.055,0.184,0.0056,2.373,117,,14.8,53.1,0.1,1.9,0,
1/4/2017,02:00:00,0.004,0.08,0.048,0.127,0.0054,1.92,79.1,,14.3,56,0.1,5.1,0,
1/4/2017,03:00:00,0.004,0.099,0.044,0.142,0.0053,1.864,55.3,,13.8,59.3,0.1,3.5,0,
1/4/2017,04:00:00,0.004,0.09,0.039,0.129,0.0056,1.805,65.5,,13.2,62.2,0.5,6,0,
1/4/2017,05:00:00,0.004,0.094,0.038,0.132,0.0053,1.862,64.3,,12.8,62.9,0.4,3.8,0,
1/4/2017,06:00:00,0.004,0.166,0.039,0.204,0.0063,2.354,64.3,,12.5,65.6,1,4.2,0,
1/4/2017,07:00:00,0.004,0.147,0.037,0.184,0.0061,3.189,86,,12,65,0.7,3.7,0,
1/4/2017,08:00:00,0.005,0.09,0.048,0.138,0.0053,2.504,87.2,,13.8,61.4,0.4,6,0,
1/4/2017,09:00:00,0.013,0.038,0.051,0.089,0.0045,1.472,73,,17.6,42,1.9,9.8,0,
1/4/2017,10:00:00,0.018,0.041,0.068,0.109,0.005,1.735,86.1,,21.5,34.3,1.7,15.1,0,
1/4/2017,11:00:00,0.041,0.005,0.021,0.026,0.0038,0.308,84.1,,24.4,23.9,2.1,18.1,0,
1/4/2017,12:00:00,0.043,0.005,0.014,0.019,0.0031,0.201,64.6,,26.7,17.3,2.7,23,0,
1/4/2017,13:00:00,0.045,0.007,0.017,0.024,0.0019,0.274,43.6,,28.9,14.2,2.4,28,0,
1/4/2017,14:00:00,0.053,0.007,0.024,0.031,0.0022,0.405,40.6,,30.6,12.4,2,31.7,0,
1/4/2017,15:00:00,0.061,0.007,0.033,0.04,0.0032,0.456,51.4,,31.7,11,2.4,32.9,0,
1/4/2017,16:00:00,0.059,0.004,0.029,0.033,0.0026,0.404,60.6,,31.8,10.4,2,32.1,0,
1/4/2017,17:00:00,0.05,0.006,0.045,0.051,0.0025,0.697,61.9,,30.5,11.9,1.1,27,0,
1/4/2017,18:00:00,0.026,0.013,0.07,0.082,0.0029,1.478,66.3,,26.6,24.3,2.3,14.9,0,
1/4/2017,19:00:00,0.006,0.055,0.099,0.154,0.0059,2.795,92.4,,23.2,31.6,0.9,10.2,0,
1/4/2017,20:00:00,0.005,0.05,0.087,0.137,0.0057,2.253,117.4,,21.4,34,1.4,8.5,0,
1/4/2017,21:00:00,0.004,0.063,0.069,0.132,0.0057,2.092,107.8,,20.4,35.1,1.1,7.4,0,
1/4/2017,22:00:00,0.004,0.09,0.061,0.151,0.006,2.41,99.6,,19.2,37.3,0.7,7.8,0,
1/4/2017,23:00:00,0.003,0.078,0.051,0.129,0.0056,1.95,85.8,,18,40.5,0.6,5.5,0,
1/5/2017,00:00:00,0.003,0.052,0.045,0.096,0.0044,1.789,53.2,,17.2,43.4,0.5,4.3,0,
1/5/2017,01:00:00,0.004,0.068,0.041,0.108,0.0039,1.911,46.4,,15.9,48.5,0.1,3.4,0,
1/5/2017,02:00:00,0.004,0.021,0.038,0.058,0.0036,1.085,44.9,,15.5,50,0.4,3.7,0,
1/5/2017,03:00:00,0.004,0.054,0.038,0.091,0.0042,1.081,31.9,,14.8,52.1,0.7,4.2,0,
1/5/2017,04:00:00,0.004,0.067,0.038,0.104,0.0047,1.107,54.8,,14,53.2,0.2,2.8,0,
1/5/2017,05:00:00,0.004,0.101,0.035,0.136,0.0049,1.559,51.1,,13.1,57.2,0.1,2.8,0,
1/5/2017,06:00:00,0.004,0.157,0.032,0.189,0.006,2.919,54.2,,12.5,59.8,0.1,5.4,0,
1/5/2017,07:00:00,0.004,0.23,0.035,0.265,0.007,4.303,73.6,,11.8,63.3,0,6.9,0,
1/5/2017,08:00:00,0.004,0.205,0.045,0.249,0.0082,4.009,95.4,,14.7,60.7,0.7,8.5,0,
1/5/2017,09:00:00,0.01,0.044,0.043,0.086,0.0123,1.437,127.5,,19,40.6,1.1,12.4,0,
1/5/2017,10:00:00,0.017,0.029,0.044,0.073,0.0061,1.181,118.2,,23,30.6,1.3,19,0,
1/5/2017,11:00:00,0.026,0.015,0.032,0.048,0.0042,0.721,91.2,,26.4,19.1,1.3,23.7,0,
1/5/2017,12:00:00,0.036,0.012,0.039,0.052,0.0037,0.793,62.6,,28.6,14.3,2.1,27.2,0,
1/5/2017,13:00:00,0.041,0.01,0.031,0.04,0.0027,0.761,65,,29.9,9.1,4.3,28.9,0,
1/5/2017,14:00:00,0.032,0.009,0.014,0.022,0.0013,0.48,36.9,,30.6,8,5.6,28.7,0,
1/5/2017,15:00:00,0.024,0.008,0.01,0.017,0.0015,0.282,32.3,,30.3,10.6,7,27.8,0,
1/5/2017,16:00:00,0.022,0.009,0.012,0.02,0.0017,0.304,32.4,,29.9,11.7,6.6,26.8,0,
1/5/2017,17:00:00,0.021,0.013,0.021,0.033,0.0018,0.52,25.3,,29.2,12.6,4.8,24.5,0,
1/5/2017,18:00:00,0.018,0.018,0.025,0.039,0.0023,0.68,25.7,,28.6,13.1,4.5,22.8,0,
1/5/2017,19:00:00,0.014,0.021,0.027,0.042,0.0029,0.71,26.3,,26.8,15.1,3.9,19.8,0,
1/5/2017,20:00:00,0.011,0.025,0.029,0.049,0.0032,0.73,27.8,,25.4,16.8,3.5,15.6,0,
1/5/2017,21:00:00,0.009,0.026,0.031,0.052,0.0037,0.81,30.1,,23.4,19.3,2.9,11.3,0,
1/5/2017,22:00:00,0.007,0.027,0.035,0.057,0.0041,0.88,32.3,,22.8,22.3,2.7,9.8,0,
1/5/2017,23:00:00,0.006,0.028,0.036,0.063,0.0046,0.96,36.2,,21.5,24.8,2.6,8.9,0,
1/6/2017,00:00:00,0.004,0.038,0.035,0.073,0.0042,1.071,49,,17.3,35.5,0.6,4.7,0,
1/6/2017,01:00:00,0.004,0.048,0.033,0.08,0.0046,1.013,62.7,,15.6,39.6,0.3,2.6,0,
1/6/2017,02:00:00,0.004,0.029,0.032,0.061,0.005,0.856,64.7,,14.7,43.1,0.6,3.6,0,
1/6/2017,03:00:00,0.004,0.036,0.029,0.065,0.0045,0.948,49.2,,14,46.9,0.3,3.3,0,
1/6/2017,04:00:00,0.004,0.07,0.027,0.097,0.005,1.065,43,,13.4,49.8,0.4,2.7,0,
1/6/2017,05:00:00,0.004,0.078,0.026,0.103,0.0049,1.353,46.1,,12.8,52.7,0.3,6.4,0,
1/6/2017,06:00:00,0.004,0.159,0.028,0.187,0.0059,2.601,48.9,,12.1,55.5,0.2,2.6,0,
1/6/2017,07:00:00,0.004,0.312,0.036,0.347,0.0085,4.344,83,,11.8,58.5,0.2,1.2,0,
1/6/2017,08:00:00,0.004,0.259,0.044,0.303,0.0099,4.79,123.2,,14.7,52.9,1.3,7,0,
1/6/2017,09:00:00,0.01,0.043,0.038,0.081,0.0066,1.585,125,,19.1,36.8,0.8,14.1,0,
1/6/2017,10:00:00,0.017,0.025,0.039,0.064,0.0058,1.148,104.5,,22.8,28.2,1,18.2,0,
1/6/2017,11:00:00,0.02,0.022,0.036,0.058,0.0047,0.884,76.6,,25.6,21.6,1.6,20.8,0,
1/6/2017,12:00:00,0.03,0.018,0.047,0.065,0.0043,1.145,58.1,,27.7,18.4,2.7,24.9,0,
1/6/2017,13:00:00,0.036,0.013,0.04,0.053,0.0024,0.999,44,,29.1,16.4,3.3,27.5,0,
1/6/2017,14:00:00,0.04,0.008,0.022,0.029,0.0016,0.638,35.6,,30.7,14.2,3.1,30.2,0,
1/6/2017,15:00:00,0.03,0.006,0.012,0.018,0.0014,0.417,27.3,,31.3,13.9,3.7,30.9,0,
1/6/2017,16:00:00,0.026,0.008,0.014,0.021,0.0016,0.482,22.1,,30.9,13.5,4.1,29.8,0,
1/6/2017,17:00:00,0.019,0.011,0.018,0.028,0.0019,0.523,23,,29.8,14.1,4,26.4,0,
1/6/2017,18:00:00,0.009,0.027,0.032,0.059,0.003,0.992,24.4,,26.5,17.8,4.3,16.2,0,
1/6/2017,19:00:00,0.004,0.085,0.045,0.13,0.0056,2.447,44.1,,23.3,24,1.1,10,0,
1/6/2017,20:00:00,0.005,0.034,0.037,0.07,0.0056,1.241,49.8,,22.2,26.7,3.6,9.7,0,
1/6/2017,21:00:00,0.004,0.101,0.041,0.142,0.006,2.619,41.9,,20.4,30.3,0.6,7.4,0,
1/6/2017,22:00:00,0.004,0.129,0.04,0.169,0.0075,3.02,90.1,,18.7,34.6,0.7,4.7,0,
1/6/2017,23:00:00,0.003,0.138,0.037,0.175,0.0075,2.787,95.1,,17.7,37.3,1,5.2,0,
1/7/2017,00:00:00,0.004,0.093,0.034,0.127,0.0073,1.788,80.5,,16.7,40.3,0.5,5.1,0,
1/7/2017,01:00:00,0.004,0.066,0.032,0.098,0.005,1.239,62,,15.7,44.5,0.6,4.5,0,
1/7/2017,02:00:00,0.004,0.061,0.03,0.09,0.0053,1.341,67.8,,14.6,47.8,0.1,2.5,0,
1/7/2017,03:00:00,0.004,0.037,0.029,0.065,0.0042,0.844,49,,13.7,51.9,0.2,4.5,0,
1/7/2017,04:00:00,0.004,0.044,0.027,0.07,0.004,0.906,45.4,,12.6,56.6,0.1,2.2,0,
1/7/2017,05:00:00,0.004,0.081,0.027,0.107,0.0047,1.579,41.8,,12.4,59.7,0.5,2.7,0,
1/7/2017,06:00:00,0.004,0.086,0.029,0.114,0.005,1.703,47.5,,11.9,59.9,0.2,2.7,0,
1/7/2017,07:00:00,0.004,0.132,0.034,0.165,0.0062,2.102,65.7,,11.7,61.6,0.9,4.6,0,
1/7/2017,08:00:00,0.005,0.206,0.042,0.248,0.0089,3.052,91.9,,14,58.6,0.9,6.5,0,
1/7/2017,09:00:00,0.008,0.07,0.047,0.117,0.0082,1.787,96.2,,18.4,43.1,0.8,12.5,0,
1/7/2017,10:00:00,0.016,0.026,0.037,0.063,0.0044,1.087,90.7,,21.8,31.5,1.7,14.7,0,
1/7/2017,11:00:00,0.026,0.01,0.02,0.03,0.0033,0.507,59.3,,24.5,24.8,2.3,17.4,0,
1/7/2017,12:00:00,0.029,0.007,0.012,0.019,0.0028,0.379,47.6,,26.7,20,2.4,23.1,0,
1/7/2017,13:00:00,0.029,0.008,0.011,0.018,0.0016,0.306,29.2,,29,13,2.4,27.7,0,
1/7/2017,14:00:00,0.036,0.006,0.013,0.019,0.0015,0.33,26,,30.3,11.7,2.4,30.3,0,
1/7/2017,15:00:00,0.042,0.006,0.018,0.024,0.0016,0.452,32.6,,30.4,11.1,3.1,28.8,0,
1/7/2017,16:00:00,0.047,0.005,0.023,0.028,0.002,0.616,35.9,,30.6,10.7,2.4,29.3,0,
1/7/2017,17:00:00,0.05,0.006,0.031,0.037,0.0021,0.726,45.7,,29,13.4,2.1,23.4,0,
1/7/2017,18:00:00,0.018,0.032,0.07,0.102,0.0037,1.868,50.3,,25.6,17.2,0.3,16,0,
1/7/2017,19:00:00,0.004,0.066,0.059,0.124,0.0045,1.987,55.2,,22.3,20.6,1.4,9.3,0,
1/7/2017,20:00:00,0.004,0.096,0.05,0.146,0.0065,2.457,61.5,,20.5,24.8,1.2,7.3,0,
1/7/2017,21:00:00,0.004,0.104,0.05,0.153,0.0073,2.78,82.7,,18.9,28.1,0.6,6.3,0,
1/7/2017,22:00:00,0.004,0.18,0.045,0.225,0.0071,3.971,85.4,,18.2,29.7,0.9,6.2,0,
1/7/2017,23:00:00,0.009,0.055,0.026,0.081,0.0045,1.576,78.2,,18.2,35.5,3.9,6.4,0,
1/8/2017,00:00:00,0.013,0.005,0.016,0.021,0.0031,0.557,58.4,,17.8,39.3,3.6,6.1,0,
1/8/2017,01:00:00,0.011,0.004,0.022,0.025,0.0029,0.526,48.2,,16.6,42.8,2.5,5.4,0,
1/8/2017,02:00:00,0.014,0.002,0.011,0.013,0.003,0.383,47.8,,15.6,45.1,5.3,5.9,0,
1/8/2017,03:00:00,0.014,0.002,0.01,0.011,0.0029,0.337,40.5,,14.6,48.4,3.9,5.3,0,
1/8/2017,04:00:00,0.012,0.003,0.01,0.012,0.0029,0.356,33.9,,13,53.5,3.2,4.5,0,
1/8/2017,05:00:00,0.013,0.002,0.01,0.011,0.0029,0.344,27.9,,12.1,55.5,3,4.3,0,
1/8/2017,06:00:00,0.013,0.003,0.01,0.013,0.003,0.461,27.2,,11.4,56.4,5.1,5,0,
1/8/2017,07:00:00,0.011,0.006,0.012,0.018,0.003,0.469,30.2,,10.6,58.2,6.1,4.5,0,
1/8/2017,08:00:00,0.012,0.006,0.01,0.015,0.0029,0.411,32.7,,11,57.7,5.6,5.6,0,
1/8/2017,09:00:00,0.015,0.005,0.006,0.01,0.0029,0.336,32.7,,12.5,53.1,6.4,6,0,
1/8/2017,10:00:00,0.018,0.004,0.006,0.01,0.003,0.345,26.6,,14.8,46.2,6.3,6.6,0,
1/8/2017,11:00:00,0.021,0.004,0.006,0.009,0.0031,0.355,37.7,,17.5,39.3,5.8,8.3,0,
1/8/2017,12:00:00,0.024,0.003,0.005,0.008,0.0027,0.337,29.7,,19.9,34.3,5.4,10.4,0,
1/8/2017,13:00:00,0.027,0.003,0.006,0.009,0.0017,0.364,29,,22.3,30.1,4.2,13.9,0,
1/8/2017,14:00:00,0.029,0.004,0.009,0.012,0.0013,0.468,32.4,,24.7,26.2,3.7,18.1,0,
1/8/2017,15:00:00,0.028,0.005,0.009,0.013,0.0014,0.426,41,,26.5,22.9,3,21.4,0,
1/8/2017,16:00:00,0.027,0.005,0.01,0.015,0.0013,0.415,35.2,,27.3,20.8,2.2,23.8,0,
1/8/2017,17:00:00,0.024,0.006,0.011,0.016,0.0014,0.469,31.2,,27.1,19.5,1.8,21.3,0,
1/8/2017,18:00:00,0.014,0.014,0.027,0.04,0.0015,1.144,28,,23.8,23.2,1.6,11.1,0,
1/8/2017,19:00:00,0.007,0.012,0.049,0.061,0.0036,1.574,58.9,,20.5,33.9,2,7.2,0,
1/8/2017,20:00:00,0.005,0.033,0.049,0.082,0.0046,1.952,93.7,,18.7,39.9,1,5.4,0,
1/8/2017,21:00:00,0.004,0.094,0.049,0.142,0.0052,2.834,111.7,,16.8,45.9,0.3,3.3,0,
1/8/2017,22:00:00,0.004,0.163,0.045,0.208,0.006,3.844,133.2,,15.4,49.4,0.1,2.9,0,
1/8/2017,23:00:00,0.005,0.025,0.031,0.056,0.0034,1.156,91.4,,15,41.5,1.5,4.9,0,
1/9/2017,00:00:00,0.007,0.006,0.026,0.032,0.003,0.898,45.2,,14.7,38.1,1.2,5,0,
1/9/2017,01:00:00,0.009,0.005,0.024,0.028,0.0028,0.502,38.4,,14.3,38,2.9,5,0,
1/9/2017,02:00:00,0.015,0.002,0.009,0.011,0.0026,0.276,29.4,,14,37.7,3.2,4.7,0,
1/9/2017,03:00:00,0.013,0.002,0.011,0.013,0.0027,0.285,26,,12.4,42.1,1.7,4.1,0,
1/9/2017,04:00:00,0.011,0.002,0.013,0.014,0.0027,0.286,22.4,,11.3,46.5,1.3,4.3,0,
1/9/2017,05:00:00,0.01,0.003,0.014,0.017,0.0028,0.418,23.5,,10.1,51,1.2,3.7,0,
1/9/2017,06:00:00,0.007,0.015,0.021,0.035,0.003,0.655,23.5,,9.5,54.8,2.6,4.7,0,
1/9/2017,07:00:00,0.006,0.027,0.023,0.049,0.003,1.043,32.8,,9.5,54.9,2.8,4,0,
1/9/2017,08:00:00,0.008,0.025,0.018,0.042,0.0031,0.897,34,,10.8,52.3,4.2,4.8,0,
1/9/2017,09:00:00,0.013,0.016,0.012,0.028,0.003,0.615,35.7,,13,44.3,5.5,6.1,0,
1/9/2017,10:00:00,0.018,0.01,0.01,0.019,0.0031,0.525,40.4,,15.8,36.3,5.4,7.2,0,
1/9/2017,11:00:00,0.022,0.008,0.009,0.016,0.0034,0.496,33.4,,18.8,31.2,3.1,9.3,0,
1/9/2017,12:00:00,0.027,0.005,0.009,0.014,0.0031,0.412,33.1,,21.4,26,2.6,12.9,0,
1/9/2017,13:00:00,0.03,0.008,0.013,0.02,0.0022,0.57,35.4,,23.7,21.8,2.2,17.9,0,
1/9/2017,14:00:00,0.036,0.006,0.013,0.019,0.0019,0.532,47.8,,25.5,18,2.3,20.4,0,
1/9/2017,15:00:00,0.033,0.007,0.014,0.021,0.0015,0.506,43.7,,26.7,15,3,22.2,0,
1/9/2017,16:00:00,0.03,0.005,0.01,0.014,0.0015,0.373,42.4,,26.5,15.2,3.6,20.3,0,
1/9/2017,17:00:00,0.03,0.007,0.013,0.019,0.0016,0.422,49.6,,26.2,15.6,2.3,18.6,0,
1/9/2017,18:00:00,0.016,0.014,0.039,0.052,0.0024,1.148,69.1,,23,19.7,2.1,9.7,0,
1/9/2017,19:00:00,0.005,0.026,0.052,0.077,0.0043,1.518,88.6,,19.6,24.3,2.4,7,0,
1/9/2017,20:00:00,0.004,0.051,0.05,0.1,0.0052,1.555,104.8,,17.7,26.9,1.4,5.3,0,
1/9/2017,21:00:00,0.004,0.051,0.047,0.098,0.0049,1.83,93.2,,16.2,30.2,0.5,3.9,0,
1/9/2017,22:00:00,0.004,0.099,0.047,0.146,0.0054,2.339,82.3,,14.8,34.5,0.2,4.4,0,
1/9/2017,23:00:00,0.004,0.189,0.045,0.234,0.007,3.579,102,,13.7,39.2,0.4,4.2,0,
1/10/2017,00:00:00,0.004,0.123,0.042,0.165,0.0067,2.894,126.2,,13.1,40.7,1,3.8,0,
1/10/2017,01:00:00,0.007,0.031,0.034,0.065,0.0033,0.765,102.5,,12.6,40.2,1.3,3.8,0,
1/10/2017,02:00:00,0.007,0.035,0.034,0.069,0.0054,0.853,60.2,,11.9,41.6,0.4,2.9,0,
1/10/2017,03:00:00,0.004,0.047,0.038,0.085,0.005,0.886,82.4,,11.1,44,1.1,3.5,0,
1/10/2017,04:00:00,0.004,0.027,0.033,0.06,0.0041,0.544,72,,10.3,42.2,0.3,3,0,
1/10/2017,05:00:00,0.004,0.042,0.03,0.072,0.0038,0.957,47.3,,9.3,46.9,0,1.3,0,
1/10/2017,06:00:00,0.004,0.064,0.028,0.091,0.004,1.255,46.3,,8.7,47.9,0.1,5.1,0,
1/10/2017,07:00:00,0.003,0.179,0.033,0.211,0.006,2.777,52.4,,8.3,49.1,0.2,5.8,0,
1/10/2017,08:00:00,0.005,0.136,0.034,0.17,0.0056,2.777,83.5,,11.2,43.5,0.5,4.6,0,
1/10/2017,09:00:00,0.011,0.034,0.025,0.059,0.0039,0.956,81.1,,15.2,30.9,2.2,7,0,
1/10/2017,10:00:00,0.019,0.013,0.016,0.028,0.0038,0.434,63.8,,18.3,25.1,3.3,9,0,
1/10/2017,11:00:00,0.024,0.009,0.014,0.022,0.0041,0.298,51.3,,21.1,20.8,3.1,11.8,0,
