date, pm25, pm10, o3, no2, so2, co
2023/3/2, 126, 61, , , 6, 
2023/3/3, 108, 51, , , 7, 
2023/3/4, 111, 48, , , 9, 
2023/3/5, 112, 53, , , 8, 
2023/3/6, 121, 60, , , 9, 
2023/3/7, 135, 62, , , 8, 
2023/3/8, 138, 59, , , 7, 
2023/3/9, 135, 63, , , 9, 
2023/3/10, 140, 62, , , 9, 
2023/3/11, 137, 59, , , 8, 
2023/3/12, 134, 44, , , 6, 
2023/3/13, 106, 53, , , 6, 
2023/3/14, 128, 37, , , 7, 
2023/3/15, 89, 61, , , 8, 
2023/3/16, 132, 64, , , 6, 
2023/3/17, 134, 47, , , 5, 
2023/3/18, 121, 49, , , 6, 
2023/3/19, 110, 31, , , 5, 
2023/3/20, 77, 35, , , 5, 
2023/3/21, 85, 35, , , 6, 
2023/3/22, 86, 73, , , 8, 
2023/3/23, 152, 45, , , 8, 
2023/3/24, 116, 52, , , 6, 
2023/3/25, 124, 53, , , 8, 
2023/3/26, 132, 52, , , 7, 
2023/3/27, 124, 66, , , 7, 
2023/3/28, 145, 75, , , 8, 
2023/3/29, 166, 68, , , 8, 
2023/3/30, 160, 71, , , 8, 
2023/3/31, 158, 58, , , 8, 
2023/4/1, 130, , , , , 
2022/10/14, 128, , , , , 
2022/10/15, 142, , , , , 
2022/10/16, 138, , , , , 
2022/10/17, 142, , , , , 
2022/10/18, 111, , , , , 
2022/12/3, 137, 101, , , , 
2022/12/4, 150, 19, , , , 
2022/12/5, 65, , , , , 
2022/12/10, 152, 159, , , , 
2022/12/11, 208, , , , , 
2022/12/14, 125, 53, , , 8, 
2022/12/15, 110, 81, , , 10, 
2022/12/16, 153, 94, , , 9, 
2022/12/17, 152, 102, , , 10, 
2022/12/18, 158, 81, , , 8, 
2022/12/19, 129, 79, , , 11, 
2022/12/20, 142, 91, , , 12, 
2022/12/21, 155, 72, , , 6, 
2022/12/22, 144, 69, , , 7, 
2022/12/23, 128, 90, , , 8, 
2022/12/24, 140, 97, , , 9, 
2022/12/25, 130, 97, , , 9, 
2022/12/26, 141, 97, , , 6, 
2022/12/27, 108, 97, , , 8, 
2022/12/28, 122, 97, , , 7, 
2022/12/29, 124, 66, , , 7, 
2022/12/30, 90, 52, , , 8, 
2022/12/31, 102, 55, , , 6, 
2023/1/1, 92, 81, , , 6, 
2023/1/2, 105, 23, , , 4, 
2021/12/3, 93, 42, 33, , 2, 
2021/12/4, 84, 39, 35, , 2, 
2021/12/5, 133, 57, 39, , 4, 
2021/12/6, 95, 50, 43, , 3, 
2021/12/7, 94, 41, 42, , 2, 
2021/12/8, 89, 41, 37, , 3, 
2021/12/9, 95, 46, 37, , 3, 
2021/12/10, 114, 46, 31, , 4, 
2021/12/11, 127, 50, 29, , 4, 
2021/12/13, 99, 51, 37, , 2, 
2021/12/14, 122, 57, 57, , 3, 
2021/12/15, 116, 54, 45, , 3, 
2021/12/16, 139, 67, 30, , 4, 
2021/12/18, 124, 52, 43, , 3, 
2021/12/19, 103, 49, 38, , 3, 
2021/12/20, 126, 55, 2, , 4, 
2021/12/24, 136, 90, 71, , 4, 
2021/12/25, 184, 138, 3, , 8, 
2021/12/28, 35, 53, 40, , 2, 
2021/12/29, 35, 46, 19, , 1, 
2020/10/2, 84, , 30, , 3, 3
2020/10/3, 75, , 17, , 3, 3
2020/10/4, 61, , , , , 
2020/10/8, 96, , 39, , 3, 4
2020/10/9, 116, , 29, , 3, 2
2020/10/10, 37, , , , , 
2020/10/12, 86, , 38, , 2, 4
2020/10/13, 100, , 29, , 2, 4
2020/10/14, 77, , 50, , 2, 2
2020/10/15, 70, , 35, , 2, 2
2020/10/16, 73, , 17, , 2, 4
2020/10/17, 60, , , , , 
2020/10/18, 45, , , , , 
2020/10/19, 88, , , , , 
2020/10/20, 70, , , , , 
2020/10/21, 77, , , , , 
2020/10/22, 89, , , , , 
2020/10/23, 24, , , , , 
2020/10/26, 100, , , , , 
2020/10/27, 100, , , , , 
2020/10/28, 83, , , , , 
2020/10/29, 70, , , , , 
2020/10/30, 79, , , , , 
2020/10/31, 91, , , , , 
2020/11/1, 101, , , , , 
2020/11/2, 113, , , , , 
2020/11/3, 82, , 35, , 1, 
2020/11/4, 82, , 32, , 3, 
2020/11/5, 106, , 29, , 3, 
2020/11/6, 112, , 41, , 2, 
2020/11/7, 107, , 51, , 1, 
2020/11/8, 114, , 37, , 3, 
2020/11/9, 71, , 4, , 3, 
2020/11/10, 87, , 30, , 10, 
2020/11/11, 93, , 19, , 4, 
2020/11/12, 78, , 50, , 5, 
2020/12/1, 87, , , , 3, 
2020/12/2, 68, , 33, , 2, 
2020/12/3, 79, , 25, , 2, 
2020/12/4, 68, , 12, , 3, 
2020/12/5, 60, , 16, , 5, 
2020/12/6, 46, , 11, , 4, 
2020/12/7, 50, , 14, , 4, 
2020/12/8, 54, , 23, , 4, 
2020/12/9, 72, , 34, , 3, 
2020/12/10, 96, , 23, , 4, 
2020/12/11, 69, , 22, , 4, 
2020/12/12, 71, , 1, , 4, 
2020/12/13, 89, , 21, , 3, 
2020/12/14, 61, , 23, , 4, 
2020/12/15, 73, , 17, , 4, 
2020/12/16, 58, , 23, , 5, 
2020/12/17, 76, , 28, , 5, 
2020/12/18, 82, , 28, , 5, 
2020/12/19, 93, , 32, , 7, 
2020/7/2, 58, , 46, , 3, 5
2020/7/3, 48, , 36, , 1, 3
2020/7/4, 64, , 40, , 2, 2
2020/7/5, 80, , 51, , 2, 3
2020/7/6, 56, , 69, , 2, 3
2020/7/7, 70, , 45, , 2, 3
2020/7/8, 60, , 28, , 1, 3
2020/7/9, 43, , 24, , 3, 5
2020/7/10, 56, , 25, , 1, 3
2020/7/11, 38, , 13, , 2, 4
2020/7/12, 36, , , , , 
2020/7/14, 71, , 38, , 3, 3
2020/7/15, 55, , 42, , 3, 3
2020/7/16, 72, , 60, , 3, 3
2020/7/17, 63, , 50, , 2, 3
2020/7/18, 54, , 18, , 3, 2
2020/7/19, 53, , 52, , 3, 4
2020/7/20, 66, , 51, , 3, 3
2020/7/21, 62, , 12, , 3, 3
2020/7/22, 14, , 34, , 3, 4
2020/7/23, 93, , 39, , 3, 2
2020/7/24, 58, , 20, , 3, 1
2020/7/25, 42, , , , , 
2020/7/27, 61, , 26, , 2, 3
2020/7/28, 40, , 38, , 3, 3
2020/7/29, 51, , 12, , 3, 3
2020/7/30, 40, , 24, , 3, 3
2020/7/31, 48, , 12, , 3, 2
2020/8/1, 25, , 30, , 2, 2
2020/8/2, 71, , 35, , 2, 2
2020/8/3, 38, , 30, , 2, 3
2020/8/4, 49, , 36, , 2, 3
2020/8/5, 74, , 33, , 3, 3
2020/8/6, 65, , 18, , 4, 3
2020/8/7, 60, , , , , 
2020/8/9, 46, , 17, , 2, 3
2020/8/10, 33, , 26, , 3, 3
2020/8/11, 41, , 20, , 2, 3
2020/8/12, 48, , 26, , 2, 3
2020/8/13, 43, , , , , 
2020/8/16, 94, , 30, , 3, 3
2020/8/17, 48, , 24, , 2, 3
2020/8/18, 56, , 17, , 3, 3
2020/8/19, 47, , 4, , 3, 3
2020/8/20, 28, , , , , 
2020/8/23, 66, , 36, , 2, 3
2020/8/24, 55, , 29, , 2, 3
2020/8/25, 49, , 24, , 2, 3
2020/8/26, 52, , 20, , 2, 3
2020/8/27, 36, , 13, , 3, 3
2020/8/28, 36, , 2, , 2, 3
2020/8/29, 13, , , , , 
2020/8/31, 45, , 22, , 2, 3
2020/9/1, 38, , 31, , 2, 3
2020/9/2, 43, , 44, , 2, 3
2020/9/3, 56, , 10, , 2, 3
2020/9/4, 23, , , , , 
2020/9/6, 47, , 21, , 2, 3
2020/9/7, 30, , 21, , 3, 3
2020/9/8, 42, , 32, , 2, 3
2020/9/9, 49, , 22, , 2, 3
2020/9/10, 45, , 26, , 2, 3
2020/9/11, 35, , 7, , 2, 2
2020/9/12, 38, , 29, , 2, 4
2020/9/13, 47, , 26, , 3, 3
2020/9/14, 40, , 28, , 2, 3
2020/9/15, 44, , 28, , 2, 3
2020/9/16, 51, , 30, , 2, 3
2020/9/17, 44, , 11, , 2, 3
2020/9/18, 35, , , , , 
2020/9/21, 59, , 27, , 2, 3
2020/9/22, 43, , 4, , 2, 3
2020/9/23, 7, , , , , 
2020/9/30, 71, , 32, , 2, 3
2020/10/1, 63, , 40, , 3, 3
2020/4/2, 101, , 40, 14, 1, 3
2020/4/3, 100, , 23, 5, , 3
2020/4/4, 65, , , , , 
2020/4/6, 88, , 30, 13, , 5
2020/4/7, 92, , 35, 10, , 2
2020/4/8, 92, , 39, 13, , 6
2020/4/9, 99, , 42, 11, , 5
2020/4/10, 87, , 31, 14, , 4
2020/4/11, 80, , 19, 8, , 3
2020/4/12, 56, , 26, 48, , 3
2020/4/13, 105, , 40, 11, , 
2020/4/14, 84, , 51, 21, , 
2020/4/15, 106, , 35, 15, , 
2020/4/16, 87, , 43, 10, , 
2020/4/17, 107, , 43, 12, , 
2020/4/18, 102, , 16, 8, , 
2020/4/19, 103, , , , , 
2020/4/21, 90, , 65, 17, , 
2020/4/22, 103, , 49, , , 2
2020/4/23, 99, , 44, , , 3
2020/4/24, 101, , 51, , , 4
2020/4/25, 83, , 58, , , 4
2020/4/26, 117, , 45, , , 4
2020/4/27, 105, , 54, , , 3
2020/4/28, 95, , 40, , , 4
2020/4/29, 105, , 66, , , 4
2020/4/30, 100, , 45, , , 3
2020/5/1, 129, , 24, , , 3
2020/5/2, 60, , 47, , , 4
2020/5/3, 103, , 58, , , 4
2020/5/4, 88, , 59, , , 3
2020/5/5, 96, , 50, , , 3
2020/5/6, 75, , 46, , , 2
2020/5/7, 56, , 44, , , 2
2020/5/8, 56, , 51, , , 4
2020/5/9, 77, , 49, , , 3
2020/5/10, 70, , 43, , , 4
2020/5/11, 72, , 45, , , 3
2020/5/12, 81, , 44, 67, , 4
2020/5/13, 86, , 52, 14, , 4
2020/5/14, 86, , 52, 84, 1, 5
2020/5/15, 89, , 28, , 1, 3
2020/5/16, 117, , 35, , , 12
2020/5/17, 83, , 44, , , 11
2020/5/18, 86, , 62, , , 11
2020/5/19, 107, , 52, , 1, 7
2020/5/20, 110, , 29, , 1, 6
2020/5/21, 75, , 23, , 1, 2
2020/5/22, 84, , 32, , , 
2020/5/23, 81, , 33, , 1, 
2020/5/24, 68, , 45, , , 
2020/5/25, 70, , 51, , 1, 
2020/5/26, 84, , 58, , 1, 
2020/5/27, 93, , 65, , 2, 
2020/5/28, 124, , 61, , 1, 
2020/5/29, 122, , 29, , 1, 
2020/5/30, 74, , 35, , , 
2020/5/31, 114, , 49, , 1, 
2020/6/1, 67, , 34, , 1, 
2020/6/2, 58, , 67, , 1, 
2020/6/3, 77, , 38, , , 
2020/6/4, 87, , 34, , 7, 22
2020/6/5, 91, , 36, , 13, 6
2020/6/6, 76, , 58, , 8, 2
2020/6/7, 105, , 33, , 4, 1
2020/6/8, 78, , 35, , 6, 2
2020/6/9, 80, , 72, , 6, 1
2020/6/10, 78, , 35, , 2, 1
2020/6/11, 98, , 34, , 2, 2
2020/6/12, 82, , 24, , 4, 1
2020/6/13, 60, , 37, , 5, 1
2020/6/14, 92, , 50, , , 1
2020/6/15, 76, , 58, , 6, 1
2020/6/16, 72, , 60, , 4, 2
2020/6/17, 78, , 76, , 1, 1
2020/6/18, 82, , 67, , 8, 1
2020/6/19, 83, , 52, , 4, 1
2020/6/20, 66, , 59, , 7, 2
2020/6/21, 97, , 72, , , 1
2020/6/22, 55, , 60, , , 1
2020/6/23, 54, , 41, , , 4
2020/6/24, 53, , 32, , , 3
2020/6/25, 54, , 24, , , 4
2020/6/26, 54, , 17, , , 5
2020/6/27, 50, , 31, , , 1
2020/6/28, 77, , 31, , , 4
2020/6/29, 64, , 42, , , 3
2020/6/30, 54, , 49, , , 3
2020/7/1, 83, , 35, , , 2
2020/1/2, 106, 16, 21, , , 
2020/1/3, 47, , 29, , 1, 2
2020/1/4, 73, , , , 5, 5
2020/1/5, 110, , , , , 
2020/1/9, 102, , 41, , 2, 3
2020/1/10, 104, , 21, , 1, 1
2020/1/11, 73, , 33, , 1, 2
2020/1/12, 83, , 32, , 1, 2
2020/1/13, 91, , 38, , 2, 3
2020/1/14, 85, , 43, , 2, 3
2020/1/15, 103, , 42, , 1, 2
2020/1/16, 98, , 34, , 1, 1
2020/1/17, 92, , 34, , , 1
2020/1/18, 82, , 30, , , 1
2020/1/19, 87, , 26, , , 
2020/1/20, 74, , 25, , , 
2020/1/21, 56, , 33, , , 2
2020/1/22, 80, 21, 21, , , 1
2020/1/23, 67, 43, 16, 20, 1, 5
2020/1/24, 96, 82, , 26, 4, 10
2020/1/25, 149, 26, 17, 16, , 
2020/1/26, 71, 17, 17, 6, , 
2020/1/27, 49, 29, 28, 14, , 2
2020/1/28, 69, 39, 34, 22, 1, 2
2020/1/29, 89, 47, 30, 10, , 1
2020/1/30, 95, 32, 19, 11, , 
2020/1/31, 65, 21, 12, 9, , 
2020/2/1, 38, 34, 23, 6, , 1
2020/2/2, 81, 23, 22, 10, , 1
2020/2/3, 61, 29, 3, 13, , 1
2020/2/4, 36, 32, 9, 11, , 2
2020/2/5, 45, 32, 11, 6, , 1
2020/2/6, 46, 32, 24, 17, 1, 2
2020/2/7, 65, 32, , 30, 6, 9
2020/2/8, 148, 33, 32, 13, 1, 2
2020/2/9, 70, 33, 22, 11, , 2
2020/2/10, 59, 32, 16, 9, , 1
2020/2/11, 71, , 24, 9, , 1
2020/2/12, 77, , 17, 10, , 1
2020/2/13, 73, , 24, 14, , 2
2020/2/14, 89, , 3, 21, 2, 2
2020/2/15, 94, , 45, 13, , 2
2020/2/16, 91, , 36, 12, , 2
2020/2/17, 75, , 43, 15, 1, 3
2020/2/18, 85, , 50, 19, 2, 3
2020/2/19, 103, , 41, 18, 1, 2
2020/2/20, 96, , 49, 25, , 2
2020/2/21, 99, , 8, , 1, 3
2020/2/22, 93, , 57, , , 1
2020/2/23, 107, , 27, , , 1
2020/2/24, 73, , 28, 11, 1, 4
2020/2/25, 94, , 28, 20, 1, 6
2020/2/26, 94, , 50, 25, , 6
2020/2/27, 101, , 37, 15, 8, 5
2020/2/28, 101, , 15, , 1, 5
2020/2/29, 74, , 60, 16, , 3
2020/3/1, 112, , 29, 14, , 3
2020/3/2, 78, , 33, 20, , 4
2020/3/3, 91, , 27, 14, , 4
2020/3/4, 99, , 22, 11, , 2
2020/3/5, 77, , 41, 23, 1, 6
2020/3/6, 115, , , , , 
2020/3/8, 120, , 60, 13, 1, 3
2020/3/9, 97, , 37, 16, , 4
2020/3/10, 86, , 47, 21, 1, 5
2020/3/11, 101, , 49, 38, , 4
2020/3/12, 104, , 39, 24, 1, 5
2020/3/13, 110, , 11, 27, 1, 4
2020/3/14, 81, , , , , 
2020/3/17, 101, , 50, 15, , 4
2020/3/18, 80, , , , , 
2020/3/26, 108, , 59, 13, , 5
2020/3/27, 114, , 21, 9, 1, 5
2020/3/28, 55, , , , , 
2019/11/29, 13, 52, 30, , 1, 
2019/11/30, 13, , 38, , 1, 
2019/12/2, 13, , 30, , 1, 
2019/12/3, 13, , 30, , 1, 
2019/12/4, 13, , 33, , 1, 
2019/12/5, 13, 43, 38, , 1, 
2019/12/6, 13, 62, 48, , 2, 
2019/12/7, 13, 61, 42, , 2, 
2019/12/8, 13, 60, 30, , 1, 
2019/12/9, 13, 68, 52, , 2, 
2019/12/10, 13, 57, 35, , 1, 
2019/12/11, 13, 57, 38, , 2, 
2019/12/12, 13, 62, 34, , 1, 
2019/12/13, 13, 72, 37, , 1, 
2019/12/15, 13, , 31, , 1, 
2019/12/16, 13, , 22, , 1, 
2019/12/17, 67, , 21, , 1, 2
2019/12/18, 101, , 32, , 2, 2
2019/12/19, 99, , 28, , 1, 1
2019/12/20, 102, , 13, , , 
2019/12/24, 74, , 29, , 2, 2
2019/12/25, 61, , 26, , 1, 2
2019/12/26, 60, , 27, , 1, 1
2019/12/27, 71, 50, 30, , 1, 2
2019/12/28, 84, 52, 19, , 2, 3
2019/12/29, 42, 15, 8, , 2, 1
2019/7/2, 49, 45, 112, , 5, 11
2019/7/3, 44, 24, 95, , 6, 11
2019/7/4, 47, 35, 108, , 6, 10
2019/7/5, 48, 33, 86, , 6, 10
2019/7/6, 42, 44, 89, , 7, 9
2019/7/7, 52, 35, 79, , 7, 10
2019/7/8, 55, 41, 122, , 7, 11
2019/7/9, 47, 46, 113, , 7, 14
2019/7/10, 49, 70, 117, , 6, 45
2019/7/11, 49, 62, 95, , , 8
2019/7/12, 49, , 48, , , 10
2019/7/13, 37, , 86, , , 15
2019/7/14, 35, , 114, , , 13
2019/7/15, 31, , 78, , 7, 13
2019/7/16, 39, , 73, , 7, 13
2019/7/17, 44, , 88, , 8, 12
2019/7/18, 54, , 94, , 8, 15
2019/4/2, 44, 35, 45, 10, 6, 7
2019/4/3, 64, 34, 40, 7, 6, 4
2019/4/4, 66, 38, 43, 10, 6, 7
2019/4/5, 68, 34, 42, 11, 6, 6
2019/4/6, 55, 35, 41, 7, 5, 6
2019/4/7, 65, 40, 50, 15, 5, 6
2019/4/8, 73, 52, 59, 15, 6, 8
2019/4/9, 69, 54, 51, 12, 6, 8
2019/4/10, 68, 67, 53, 14, 6, 9
2019/4/11, 62, 62, 48, 32, 5, 8
2019/4/12, 69, 42, 18, 63, 6, 13
2019/4/13, 82, 51, 52, 8, 5, 4
2019/4/14, 65, 34, 65, 13, 5, 7
2019/4/15, 76, 51, 46, 12, 7, 7
2019/4/16, 84, 53, 43, 12, 6, 5
2019/4/17, 90, 39, 36, 12, 5, 7
2019/4/18, 67, 28, 48, 51, 6, 8
2019/4/19, 51, 41, 41, 7, 5, 6
2019/4/20, 66, 75, 7, 27, 7, 22
2019/4/21, 86, , , , , 
2019/4/22, 55, 49, 38, , 5, 9
2019/4/23, 61, 41, 40, , 6, 8
2019/4/24, 74, 33, 27, , 5, 5
2019/4/25, 69, 40, 65, , 5, 8
2019/4/26, 67, 44, 51, , 5, 10
2019/4/27, 84, 39, 47, , 5, 9
2019/4/28, 79, 42, 46, , 4, 8
2019/4/29, 79, 40, 52, , 6, 9
2019/4/30, 91, 48, 55, , 5, 9
2019/5/1, 96, 42, 17, , 5, 9
2019/5/2, 56, 30, 48, , 3, 7
2019/5/3, 56, 51, 34, , 4, 8
2019/5/4, 46, 33, 35, , 5, 8
2019/5/5, 59, 72, 34, , 5, 6
2019/5/6, 71, 43, 44, , 4, 6
2019/5/7, 60, 42, 47, , 6, 9
2019/5/8, 63, 42, 39, , 4, 6
2019/5/9, 49, 48, 43, , 3, 9
2019/5/10, 96, 55, 41, , 3, 10
2019/5/11, 92, 46, 32, , 7, 10
2019/5/12, 61, 43, 29, , 8, 8
2019/5/13, 71, 45, 33, , 7, 9
2019/5/14, 94, 48, 32, , 6, 11
2019/5/15, 73, 42, 47, , 6, 13
2019/5/16, 94, 50, 47, , 5, 12
2019/5/17, 102, 58, 39, , 3, 13
2019/5/18, 86, 45, 35, , 3, 8
2019/5/19, 72, 29, 40, , 3, 12
2019/5/20, 58, 44, 39, , 4, 10
2019/5/21, 71, 41, 38, , 6, 10
2019/5/22, 54, 58, 42, , 5, 12
2019/5/23, 64, 21, 27, , 7, 7
2019/5/24, 84, , , , , 
2019/5/25, 87, 57, 66, , 6, 12
2019/5/26, 91, 51, 50, , 5, 10
2019/5/27, 116, 44, 44, , 5, 9
2019/5/28, 117, 64, 45, , 5, 6
2019/6/1, 131, 49, 56, , 5, 6
2019/6/2, 57, 65, 60, , 5, 6
2019/6/3, 100, 60, 54, , 4, 8
2019/6/4, 69, 64, 59, , 5, 7
2019/6/5, 63, 70, 49, , 5, 7
2019/6/6, 82, , 75, , 5, 8
2019/6/7, 74, , 30, , 5, 5
2019/6/8, 77, , 79, , 6, 11
2019/6/9, 80, , 81, , 6, 6
2019/6/10, 75, , 81, , 5, 10
2019/6/11, 80, , 54, , 5, 10
2019/6/12, 65, , 67, , 5, 7
2019/6/13, 59, , 55, , 5, 8
2019/6/14, 63, , 68, , 5, 8
2019/6/15, 57, , 41, , 5, 5
2019/6/16, 64, , 47, , 5, 12
2019/6/17, 67, , 78, , 5, 6
2019/6/18, 60, , 39, , 6, 13
2019/6/19, 51, , 63, , 5, 10
2019/6/20, 52, , 80, , 6, 9
2019/6/21, 65, , 56, , 6, 10
2019/6/22, 70, , 90, , 6, 7
2019/6/23, 76, , 81, , 6, 6
2019/6/24, 61, , 68, , 6, 6
2019/6/25, 67, 46, 67, 14, 6, 10
2019/6/26, 65, 20, 107, 43, 5, 12
2019/6/27, 51, 19, 94, 13, 5, 8
2019/6/28, 49, 25, 52, 13, 5, 10
2019/6/29, 52, 27, 99, 10, 5, 9
2019/6/30, 52, 32, 109, , 5, 8
2019/7/1, 46, 46, 134, , 6, 7
2019/1/2, 234, , , , , 
2019/1/7, 30, 47, 38, 22, 7, 16
2019/1/8, 84, 54, 52, 23, 6, 14
2019/1/9, 105, 50, 42, 14, 5, 9
2019/1/10, 92, 46, 48, 11, 5, 6
2019/1/11, 69, 49, 28, 18, 6, 10
2019/1/12, 73, 38, 37, 14, 5, 11
2019/1/13, 76, 41, 33, 14, 5, 12
2019/1/14, 75, 34, 31, 12, 5, 9
2019/1/15, 62, 37, 30, 14, 4, 12
2019/1/16, 69, 53, 38, 47, 5, 11
2019/1/17, 112, 31, 42, 14, 5, 7
2019/1/18, 63, 56, 3, 32, 5, 
2019/1/19, 64, 59, 40, 23, 6, 
2019/1/20, 106, 33, 34, 8, 5, 
2019/1/21, 50, 58, 48, 25, 5, 
2019/1/22, 97, 53, 40, 20, 6, 
2019/1/23, 89, 47, 36, 13, 5, 
2019/1/24, 66, 47, 39, 19, 6, 
2019/1/25, 100, 44, 31, 23, 6, 
2019/1/26, 70, 31, 29, 11, 5, 
2019/1/27, 53, 30, 41, 10, 6, 
2019/1/28, 59, 56, 45, 25, 7, 
2019/1/29, 106, 50, 44, 23, 7, 
2019/1/30, 71, 40, 37, 15, 5, 
2019/1/31, 55, 41, 28, 16, 6, 
2019/2/1, 63, 38, 29, 25, 6, 
2019/2/2, 54, 50, 38, 18, 6, 
2019/2/3, 97, 42, 37, 20, 6, 
2019/2/4, 82, 46, 43, 24, 6, 
2019/2/5, 82, 52, 40, 19, 6, 
2019/2/6, 78, 50, 38, 27, 6, 
2019/2/7, 80, 60, 60, 20, 6, 
2019/2/8, 90, 58, 3, 32, 7, 
2019/2/9, 108, 56, 40, 9, 4, 
2019/2/10, 75, 41, 37, 9, 3, 
2019/2/11, 77, 44, 27, 10, 7, 6
2019/2/12, 59, , 50, 23, 5, 12
2019/2/13, 65, , 33, 10, 5, 13
2019/2/14, 60, , 24, 45, 6, 16
2019/2/15, 59, , 16, , 6, 15
2019/2/16, 56, , 35, 9, 6, 7
2019/2/17, 76, , 28, 9, 6, 8
2019/2/18, 55, , 24, 9, 5, 7
2019/2/19, 55, , 20, 17, 5, 4
2019/2/20, 52, , 22, 9, 5, 7
2019/2/21, 53, , 18, 8, 7, 5
2019/2/22, 69, , 16, 7, 4, 7
2019/2/23, 33, , 5, 7, 4, 7
2019/2/24, 50, , , , , 
2019/2/25, 88, , 19, 7, 4, 3
2019/2/26, 61, , 30, 18, 5, 9
2019/2/27, 69, , 32, 12, 5, 6
2019/2/28, 56, , 42, 13, 6, 6
2019/3/1, 64, , 16, 10, 6, 4
2019/3/2, 51, , 43, 11, 4, 6
2019/3/3, 64, , 45, 15, 6, 10
2019/3/4, 66, , 36, 12, 5, 6
2019/3/5, 65, , 59, 15, 6, 8
2019/3/6, 83, , 38, , 6, 8
2019/3/7, 74, , 38, 15, 5, 9
2019/3/8, 76, , 39, 18, 5, 9
2019/3/9, 73, , 36, 12, 5, 6
2019/3/10, 69, , 42, 10, 5, 7
2019/3/11, 69, , 43, 21, 5, 8
2019/3/12, 90, , 33, 10, 5, 7
2019/3/13, 77, , 33, 7, 5, 7
2019/3/14, 68, , 39, 21, 5, 8
2019/3/15, 73, , 30, 9, 5, 8
2019/3/16, 73, , 28, 45, 4, 7
2019/3/17, 63, , 32, 7, 3, 8
2019/3/18, 75, , 31, 7, 5, 7
2019/3/19, 64, , 44, 10, 5, 7
2019/3/20, 44, , 34, 12, 4, 6
2019/3/21, 54, , 32, 6, 5, 4
2019/3/22, 31, , 31, 9, 4, 5
2019/3/23, 49, , 40, 8, 5, 5
2019/3/24, 48, , 48, 40, 5, 6
2019/3/25, 63, 48, 57, 15, 5, 7
2019/3/26, 82, 49, 54, 18, 5, 8
2019/3/27, 80, 45, 55, 17, 5, 7
2019/3/28, 81, 51, 72, 14, 6, 9
2019/3/29, 86, 45, 49, 16, 5, 8
2019/3/30, 74, 40, 63, 18, 5, 8
2019/3/31, 74, 30, 55, 11, 6, 7
2019/4/1, 56, 34, 43, 14, 6, 7
2018/10/17, 5, 37, 16, 14, 6, 9
2018/10/18, 42, 28, 39, 11, 6, 15
2018/10/19, 24, 16, 32, 8, 5, 7
2018/10/20, 26, 15, 25, 7, 5, 4
2018/11/8, 59, 43, 45, 15, 6, 10
2018/11/9, 63, 25, 55, 10, 6, 9
2018/11/10, 71, 33, 60, 12, 7, 11
2018/11/11, 80, 46, 74, 9, 6, 9
2018/11/12, 55, 36, 64, 6, 5, 8
2018/11/13, 59, 44, 31, 10, 7, 12
2018/11/14, 61, 45, 54, 8, 6, 9
2018/11/15, 32, 18, 38, 2, 5, 6
2018/11/16, 56, 32, 55, 3, 6, 9
2018/11/17, 96, 59, 53, 6, 7, 14
2018/11/18, 85, 49, 82, 4, 6, 16
2018/11/19, 104, 52, 64, 3, 8, 17
2018/11/20, 78, 39, 53, 2, 6, 15
2018/11/21, 99, 57, 56, 1, 8, 19
2018/11/22, 94, 67, 66, 2, 8, 17
2018/11/23, 81, 54, 73, 2, 8, 16
2018/11/24, 87, 46, 73, 1, 9, 20
2018/11/25, 112, 40, 38, 3, 8, 10
2018/11/26, 68, 39, 38, 1, 7, 11
2018/11/27, 101, 52, 53, , 7, 27
2018/11/28, 76, 63, 37, , 8, 13
2018/11/29, 43, 65, 16, , 7, 9
2018/11/30, 28, , 23, , 4, 7
2018/12/1, 42, , 37, , 6, 11
2018/12/2, 83, , 3, , 8, 33
2018/12/3, 61, , 70, , 6, 19
2018/12/4, 97, , 69, , 7, 20
2018/12/5, 90, , 42, , 7, 19
2018/12/6, 80, , 42, , 7, 11
2018/12/7, 70, , 43, , 7, 10
2018/12/8, 81, , 29, , 9, 13
2018/12/9, 42, , 29, , 6, 9
2018/12/10, 69, , 43, , 5, 23
2018/12/11, 68, , 39, , 6, 13
2018/12/12, 100, , 48, , 7, 13
2018/12/13, 91, 41, 19, 5, 7, 13
2018/12/14, 46, 40, 24, 3, 5, 8
2018/12/15, 68, 31, 43, 1, 5, 10
2018/12/16, 62, 40, 59, 1, 7, 14
2018/12/17, 105, 61, 64, 1, 7, 22
2018/12/18, 100, 58, 53, 1, 7, 18
2018/12/19, 64, 41, 34, , 6, 10
2018/12/20, 61, 43, 41, 18, 8, 12
2018/12/21, 111, 49, 50, 20, 8, 17
2018/12/22, 77, 43, 55, 17, 7, 16
2018/12/23, 137, 71, 76, , 9, 23
2018/12/24, 155, 67, 80, 50, 9, 27
2018/12/25, 109, 62, 48, 51, 8, 19
2018/12/26, 257, 177, 65, 32, 10, 32
2018/12/27, 81, 38, 27, 36, 5, 8
2018/12/28, 68, 39, 21, 16, 5, 13
2018/12/29, 104, 52, 30, 22, 7, 21
2018/12/30, 100, 63, 37, 28, 7, 15
2018/12/31, 60, 27, 28, 11, 6, 11
2018/7/2, 86, 38, 55, 12, 2, 7
2018/7/3, 86, 34, 75, 14, 2, 6
2018/7/4, 86, 33, 83, 14, 2, 7
