pm25(t-1),tmp(t-1),rh(t-1),ws(t-1),wd(t-1),pm25(t)
0.2214004702101769,0.4323353293413176,0.5499763588723183,0.43192939336386993,0.027182412331643438,0.2214004702101769
0.2214004702101769,0.42517661306600296,0.5168984810575463,0.21843369455926712,0.028058663418204392,0.2214004702101769
0.2214004702101769,0.46275987351140435,0.4264440788825627,0.17849402301418835,0.03300043801724439,0.2214004702101769
0.2214004702101769,0.5026441499024427,0.3609680056738706,0.20173165009496144,0.03609953515577654,0.2214004702101769
0.2214004702101769,0.5793446814236699,0.26972064067456025,0.4072394145905485,0.041083432129993956,0.2214004702101769
0.2214004702101769,0.521307945905941,0.2845037333280797,0.2823371690313931,0.036391404706100895,0.2214004702101769
0.2214004702101769,0.48423602233734775,0.30364812151539633,0.22496927717573453,0.03448101283989001,0.2214004702101769
0.2214004702101769,0.32521025365000356,0.3982372584172265,0.6004021896994748,0.024726300667589046,0.2214004702101769
0.2214004702101769,0.2835362981901367,0.3022321164719557,0.4152273488995643,0.02455474819390961,0.2214004702101769
0.2214004702101769,0.2802126084908835,0.2471212001812486,0.21770751871299296,0.02422053998106135,0.2214004702101769
0.2214004702101769,0.38043463634528674,0.24191030162138732,0.20826723271142888,0.02937086704252491,0.2214004702101769
0.2214004702101769,0.4318239924645092,0.37529797671348925,0.19955312255613894,0.029346268417293167,0.2214004702101769
0.2214004702101769,0.43489201372535835,0.3490735633089698,0.2649089487208133,0.028506078786473425,0.2214004702101769
0.2214004702101769,0.4044674695552716,0.36810467109281114,0.291051279186683,0.023463603676900664,0.2214004702101769
0.2214004702101769,0.4271196931978739,0.33071080990563245,0.34449782147246116,0.026850491857268864,0.2214004702101769
0.2214004702101769,0.40139944829442264,0.36850115250497445,0.37310914981566307,0.027424807247151586,0.2214004702101769
0.2214004702101769,0.3970530848415529,0.4314899820721448,0.4585768896358435,0.02587248366547445,0.2214004702101769
0.2214004702101769,0.39730875327995696,0.4596352371008097,0.40869176628309684,0.023575588252858368,0.2214004702101769
0.2214004702101769,0.41571688084505143,0.4619574853720522,0.5248799016869624,0.02608149478032155,0.2214004702101769
0.2214004702101769,0.46021822844726945,0.3993067586970958,0.8155211051016318,0.02714143862141133,0.2214004702101769
0.2214004702101769,0.30220009419363525,0.4146062767193995,0.5858786727739916,0.024177322656397267,0.2214004702101769
0.2214004702101769,0.30935881046894986,0.2535781831793377,0.21625516702044462,0.02571660585619099,0.2214004702101769
0.2214004702101769,0.4185292336674965,0.1419969857562206,0.3585856328901799,0.031285448607119605,0.2214004702101769
0.2214004702101769,0.46045885756576765,0.33508343347977704,0.441369679365434,0.0297220797457061,0.2214004702101769
0.2214004702101769,0.40242212204803895,0.44944000078803753,0.391263545972517,0.02671847510328743,0.2214004702101769
0.2214004702101769,0.4486981093991792,0.47271912370220054,0.24384984917886265,0.030388455874600276,0.2214004702101769
0.2214004702101769,0.4827020117069233,0.3258510805965444,0.391263545972517,0.031569473291188525,0.2214004702101769
0.2214004702101769,0.41776222835228427,0.28807206603755003,0.31574125796000446,0.02766108527317378,0.2214004702101769
0.2214004702101769,0.2937630357263,0.35071612915936096,0.568450452463412,0.022201729611564035,0.2214004702101769
0.2214004702101769,0.341061696831057,0.3688409937154002,0.4675120098313037,0.02552261187131192,0.2214004702101769
0.2214004702101769,0.27791159254524656,0.6247414251659804,0.2939559825717797,0.019094770920907337,0.2214004702101769
0.2214004702101769,0.34208437058467334,0.6144329084497331,0.35422857781253486,0.02391359384785802,0.2214004702101769
0.2214004702101769,0.4259436183812154,0.44032092830828035,0.2823371690313931,0.028930957661613257,0.2214004702101769
0.2214004702101769,0.4671062369642739,0.31928081719498014,0.3919897218187912,0.030129232967193068,0.2214004702101769
0.2214004702101769,0.4755432954316089,0.3506594889576233,0.3825494358172271,0.028902672144052146,0.2214004702101769
0.2214004702101769,0.5317903518805088,0.3186577749758664,0.31791978549882693,0.03001067413713175,0.2214004702101769
0.2214004702101769,0.5085245239857364,0.25204889773242184,0.3745615015082113,0.031194088788894524,0.2214004702101769
0.2214004702101769,0.5052008342864834,0.21874445911069962,0.2416713216400402,0.03184162659834849,0.2214004702101769
0.2214004702101769,0.5600583883527525,0.2258712740597727,0.17063238015669852,0.036368586524876026,0.2214004702101769
0.2214004702101769,0.5826683711229229,0.19121732106621486,0.48203552675678696,0.0344864138611833,0.2214004702101769
0.2214004702101769,0.5875260714526004,0.2858630981697827,0.41014411797564515,0.033992199110724965,0.2214004702101769
0.2214004702101769,0.6243423265827898,0.2600918063791643,0.3041224444196179,0.036385276963408666,0.2214004702101769
0.2214004702101769,0.6125815784162015,0.2737987351996691,0.28451569657021564,0.03596699492387169,0.2214004702101769
0.2214004702101769,0.5678396016954858,0.28507013534545594,0.5546531113842028,0.032493160739775484,0.2214004702101769
0.2214004702101769,0.45790217318172644,0.29594505407907956,0.5364987152273489,0.027152574478944952,0.2214004702101769
0.2214004702101769,0.3645831931642337,0.3250581177722177,0.42539381074740246,0.022413011771036204,0.2214004702101769
0.2214004702101769,0.30424544170086787,0.3782999074055832,0.8117193609652553,0.021225277688570812,0.2214004702101769
0.2214004702101769,0.30808046827692925,0.43822524084398834,0.5989498380069266,0.02279123409670974,0.2214004702101769
0.2214004702101769,0.3448967234071184,0.48393388364625006,0.673745950173165,0.02241559376669245,0.2214004702101769
0.2214004702101769,0.3387606808854201,0.5719527571465159,0.6396156853982795,0.020953829877626562,0.2214004702101769
0.2214004702101769,0.35742447688891865,0.451025926436691,0.44790526198190145,0.024705564076300705,0.2214004702101769
0.2214004702101769,0.4285003027652562,0.22418191847751134,0.541581946151268,0.02774313643121193,0.2214004702101769
0.2214004702101769,0.5126152190002021,0.18628962351504175,0.3745615015082113,0.03359953670441562,0.2214004702101769
0.2214004702101769,0.5228419565363654,0.33230806359463344,0.41595352474583847,0.031890650356778294,0.2214004702101769
0.2214004702101769,0.5100585346161611,0.33502679327803936,0.36076416042900233,0.033710375459687116,0.2214004702101769
0.2214004702101769,0.5463634528695419,0.2114378730865462,0.37601385320075964,0.03529313475991986,0.2214004702101769
0.2214004702101769,0.5951961246047229,0.23811540810496667,0.3571332811976315,0.036626892118297956,0.2214004702101769
0.2214004702101769,0.6299670322276797,0.31571248448551,0.38763266674114616,0.03936848982861424,0.2214004702101769
0.2214004702101769,0.6522101863688358,0.30546060797100016,0.37093062227684054,0.03869669980430711,0.2214004702101769
0.2214004702101769,0.6777770302092446,0.2297892984495361,0.4174058764383867,0.040833569093414186,0.2214004702101769
0.2214004702101769,0.6644822714122319,0.2918669595539707,0.4660596581387554,0.0371441614026089,0.2214004702101769
0.2214004702101769,0.5798560183004776,0.4054305640379046,0.7158641492570662,0.030863597672839693,0.2214004702101769
0.2214004702101769,0.6961851577743391,0.30775453614137394,0.5433973857669534,0.036486532149027494,0.2214004702101769
0.2214004702101769,0.6069568727713116,0.33768888275970765,0.5059993296838341,0.03422909576903828,0.2214004702101769
0.2214004702101769,0.6220413106371526,0.3107847869343368,0.3898111942799687,0.03502548852841955,0.2214004702101769
0.2214004702101769,0.6721523245643547,0.2752713804448472,0.3927158976650653,0.03915262663996655,0.2214004702101769
0.2214004702101769,0.5844580501917515,0.3445423471699601,0.477678471679142,0.027886613611609445,0.2214004702101769
0.2214004702101769,0.5780663392316493,0.3956884493390335,0.4210367556697575,0.030002843960090834,0.2214004702101769
0.2214004702101769,0.6153939312386464,0.32862645048168804,0.43265556921014414,0.03314367654517614,0.2214004702101769
0.2214004702101769,0.5128708874386062,0.3679347504875983,0.45661937213719134,0.02318109794494605,0.2214004702101769
0.2214004702101769,0.3893830316894301,0.5221093796174079,0.28669422410903805,0.019635219847833875,0.2214004702101769
0.2214004702101769,0.4489537778375835,0.4326178608719636,0.3680259188917439,0.025637266076102425,0.2214004702101769
